,0,1,2
sex,-0.03327948300424238,0.04739593042270359,0.012998849367911845
temp_vsorres,-0.13243995284562912,-0.09205207535209158,0.08153750997608815
hr_vsorres,-0.14752315189568654,-0.03191976642254144,0.08332423817752617
rr_vsorres,-0.09895164497822491,0.010012162307060672,0.052552973601673325
sysbp_vsorres,0.01895316080981151,-0.021625737733973967,-0.007973003457626854
admission_diabp_vsorres,-0.09490925560115147,-0.1136359507644997,0.06349395267462604
chrincard,0.24627429095094974,0.2949345231413727,-0.16476378464479624
chronicpul_mhyn,0.09187463067905448,0.10617462516656775,-0.061057276266170316
asthma_mhyn,-0.08561494648584095,0.030288720428396504,0.043173224449454595
renal_mhyn,0.6552157400590319,1.037155016629837,-0.465169002136406
modliv,0.20530564811599766,0.2927827048015539,-0.14233669105206326
malignantneo_mhyn,0.5515501245958503,0.3671221270749845,-0.33784161787320616
obesity_mhyn,-0.368567017177956,1.4999401577066742,0.04041315019959402
dementia_mhyn,0.7988518537395787,0.1742641103665584,-0.4513589794905266
infect_cmtrt,0.03622050139721811,0.07441479525431323,-0.027528610163199838
daily_lymp_lborres,-0.151374405194444,1.0559371328335563,-0.03011842084759349
daily_neutro_lborres,0.020295979572489097,0.2853525084590646,-0.04130141670557983
daily_plt_lborres,-0.050356569781054204,0.009969505096102211,0.026226602355642465
daily_bun_lborres,0.32910910928444675,0.9797047989524262,-0.2823692445600393
daily_creat_lborres,0.1488138162908008,1.6884228217901234,-0.2599427245662965
daily_crp_lborres,-0.03808554610873785,0.18495135968470702,0.0009947169683834143
onset2admission,-0.1550273096079311,-0.029929098912703688,0.08717890639987391
age,0.531893470963857,0.09005760267093381,-0.29776679197813527
immunosuppressed_yn,0.16275030329650128,0.18044734830534204,-0.10734846048934735
sfr,0.07831370329829763,-0.09938852160857194,-0.03187875959250623
diabetes,0.0459942000374029,0.4802007774367648,-0.07591853021665765
