,0,1,2,3,4,5,6,7
admission_diabp_vsorres,-0.037188378552895036,-0.0956825439450566,-0.01826035363690269,-0.2549988193886831,0.06679112028582374,-0.11012959067622821,-0.2443729131576661,-0.1145488794594946
age,0.7418841912510236,0.28358429751289577,0.060619703700388154,0.23336751918599885,-0.34299713217270117,-0.23512551156268963,0.12971169844554736,-0.3245313527234574
asthma_mhyn,-0.11713370391101127,0.1615927167106063,0.06796075659938808,-0.13576166841545168,-0.02448923987355922,-0.024754746462826,-0.03537114491997621,0.011358035046027311
chrincard,0.2127676065192233,0.32938543055268754,-0.010375770059397424,0.3294706347336333,-0.17852031942077692,-0.008261880092324297,0.43627109738091663,-0.05655564038649037
chronicpul_mhyn,0.02064870873138563,2.1500325998303107,-0.4651092267525387,0.044315191043231034,-0.46510922675234995,0.03165352196504838,0.29843583210364993,0.0954341005465885
daily_bun_lborres,0.2570612859106562,-0.003808037669302041,-0.08563076261228184,3.0056430280991,-0.19976740665573042,0.12254005673403673,1.0128430893064717,-0.2826686221997279
daily_creat_lborres,-0.05040007651808815,-0.08930583471169862,-0.10254094105271354,4.755054332696656,-0.15160845978780635,0.037161587785889474,1.2593918594345017,-0.2700100880851719
daily_crp_lborres,-0.10800923625811791,-0.025167656908591154,-0.010609985655318243,0.6119645782448653,0.022909298097836053,0.11972184891344026,0.009120293964369778,-0.2630108897629929
daily_lymp_lborres,-0.13209674817208245,-0.11206987070725932,-0.12084143389233552,-0.1432016747306676,-0.03003898100490455,6.484842624569101,0.12433157388901632,-0.04141922059880663
daily_neutro_lborres,0.015453755781005307,0.052687026759478325,-0.047175037600110166,0.5489604193821612,-0.05544219073271968,1.1412467964375177,0.08016205151782364,-0.06349213149658321
daily_plt_lborres,-0.032766585131026295,0.054675084038060436,-0.02103647293581877,0.0024736441495356786,0.007601808712341661,0.3771252108283782,-0.34514876665470057,-0.33357702448372284
dementia_mhyn,2.2044421990368965,-0.45362949431674454,-0.4536294943166738,0.3701226630038565,-0.45362949431696115,0.2312012039709934,-0.020318537005997086,-0.1676484697607475
diabetes,-0.024467636105649122,0.04487613668186973,-0.013244575413688134,0.4540961135622574,-0.028814518696886737,-0.04152659199077432,0.5374280012448709,0.08297679445185147
hr_vsorres,-0.19285271408356722,0.018396002347793254,-0.02221405352712166,-0.10872353027121143,0.0604084896433121,0.35161427365166154,-0.031565377740946324,0.08640342663277896
immunosuppressed_yn,0.010560980281514946,0.24635972368484182,1.3171038734576692,0.18370077298715107,-0.5608405840684146,0.2554227637542491,0.34021244664400124,0.14486427134826027
infect_cmtrt,0.022614328611474298,0.18456773597136045,0.09491186703151143,0.06523447694248456,-0.0988618262896491,0.07348149076936143,-0.033279712696991225,0.027564663729224708
malignantneo_mhyn,-0.015772657505811524,0.11267277241004166,0.8404340520638549,0.09482713576722104,-0.3377725660434508,0.15553879310637075,0.29621580473674397,0.10512441015920033
modliv,-0.14347775464086185,-0.14347775464087156,-0.14347775464085763,-0.14347775464090537,-0.1434777546409622,-0.14347775464089865,6.969721560689477,6.9697215606893925
obesity_mhyn,-0.2010848870426076,0.04340558736305973,0.022369719963341347,0.07676904448583204,0.03974223887244099,-0.08296217948855171,0.21294982885835603,0.07198386780868354
onset2admission,-0.23404388976952625,0.019932623679747703,-0.008152766566011833,-0.024756367404506565,0.0815001947707965,0.016854599355183835,-0.175705045653497,-0.14893693855964207
renal_mhyn,0.1311535251426756,0.08651206328613281,0.05546877245931664,1.4597921726902245,-0.16254297549941604,0.04664340026713922,1.8527401558678982,-0.46469073689701734
rr_vsorres,-0.08843976740452235,0.08401096561875797,-0.11162395796364928,0.020786386567652214,0.040932983808602365,0.3722584876114971,-0.10781615064087782,-0.1651906761828426
sex,-0.139607259156779,0.023206010258438096,-0.07585700964388296,0.23565858226384112,0.0482407890758435,0.046531115596921,0.08060962186938171,0.15192258329393854
sf94,0.08595130284369877,-0.0993805163006292,0.05156655218816992,-0.237599376378034,-0.012151046687667427,-0.013414959246735858,0.020666083854392066,0.17041759371542306
sysbp_vsorres,0.07168311110595695,-0.01616081351049196,0.0011492133815666282,-0.10523256947905014,-0.00249931118242399,-0.17306912734516497,-0.17515953885667782,-0.1896455139371023
temp_vsorres,-0.1329067143801335,-0.05477872052216133,-0.021968695384573075,-0.31889122693546734,0.0889998909182493,-0.057630996230337204,-0.20677913512585505,-0.10553473763464925
