,0,1,2,3,4,5,6,7,8,9,10,11,12,13
sex,-0.1498595095370973,0.017634854024296764,-0.1401491878364637,-0.08422410657664754,0.024825243295421774,0.022129857694442923,0.07847789710401597,0.1527480808843027,0.1813978317079213,0.14237752222136144,-0.0686138822070507,-0.017937999147008468,0.1189998350787045,0.07530336836803525
temp_vsorres,-0.12732180248645256,-0.06913899392890795,-0.016472600338716212,-0.08379162944807508,0.1602077327418643,-0.1992157489681355,-0.20360628147258997,-0.10649843128698228,-0.23156666493464334,-0.033285444648891147,0.20355495698525405,-0.15410219458584984,-0.15353835648218342,-0.05785870748800541
hr_vsorres,-0.16168747840299585,0.012826852689390524,-0.01952740868474958,-0.1695542345100011,0.15728709318243128,0.14409892929525026,-0.029492780902061998,0.08584014144740724,-0.21952679830695562,-0.06417519717307961,0.18233433436499694,-0.23619765408592425,0.09592644056153524,-0.029079989545290806
rr_vsorres,-0.07127336303384833,0.08749271253162426,-0.10220502998977937,-0.03657819613388446,0.05349212242204257,0.21209603451003436,-0.10631753860871666,-0.16578025665348123,-0.1555500900236229,0.005551800756281419,0.1937779453628496,-0.09909391565342017,-0.0399858146407967,-0.11650429207275238
sysbp_vsorres,0.06296463323947338,-0.012446072540679538,0.01696541840046363,0.04146860252244477,-0.04663802111344729,-0.21004689847065247,-0.1782637135066246,-0.18859463022666953,-0.03963826565895626,0.034823319290191196,0.025823757140612146,0.08707153610266206,-0.09644382219037968,-0.04196387233700507
admission_diabp_vsorres,-0.018721908334177917,-0.09358475178837636,-0.004338562570550843,-0.1393086350741608,0.12537976925912112,-0.16821769882549362,-0.24713536812024106,-0.1134313356804555,-0.20385078655609584,0.0007670676930281618,0.10931891544577572,-0.11452880759298331,-0.2029508075678866,-0.054848847188879536
chrincard,0.10831753894900084,0.31121024091950594,-0.014235663754219465,0.558500870751746,-0.6953518798850742,0.09000332626468846,0.4300868549267701,-0.055054838805197716,0.44738461503148363,0.5594878921314064,-0.14784936264644769,0.4152838588128808,0.30185157669252377,0.017121788228476403
chronicpul_mhyn,-0.010439115967891547,2.1500325998301415,-0.46510922675264843,0.5165141283321756,-0.4651092267526466,0.10440490410814318,0.29481532420425266,0.09642199770295468,0.2010856846973252,-0.46510922675265015,-0.043030370618768944,-0.4651092267526489,0.14312666667905244,0.11883494003666556
asthma_mhyn,-0.13320884837298747,0.14050609093247388,0.10593684345777155,0.09721893695122501,-0.04427888501169739,0.0030517189372148592,-0.03491826187345642,0.01126172148384144,-0.09108607326946329,-0.05943651545277155,0.24280062448043874,-0.09394818270125668,-0.12628039826452747,-0.08623363838665517
renal_mhyn,-0.46469073689701185,0.06412725132209586,0.08430451480190407,2.1519688700435955,-0.46469073689701557,0.017521375287829183,1.8441452679968802,-0.4646907368970181,1.8245714908678607,-0.46469073689701934,-0.46469073689701856,2.151968870043589,0.9051197239532119,-0.4646907368970181
