,0,1,2,3
admission_diabp_vsorres,-0.06478117951634135,-0.12623923743466242,-0.14482530332526353,0.11355181278488963
age,0.4840868632430222,0.12333887354941904,0.038307130552519005,-0.5930442889730916
asthma_mhyn,-0.03898495532523114,0.06387808182161239,-0.029780347865509284,0.03168562150200858
chrincard,0.4817169781927237,0.4835204211145311,0.37195643536531264,-0.6953518798849112
chronicpul_mhyn,0.3261555336794411,0.28371250096740885,0.3341566398168948,-0.46510922675236854
daily_bun_lborres,0.07277215162784517,1.2074829873564268,0.2510503716298884,-0.3868175099673603
daily_creat_lborres,-0.06997024356732601,1.5085755427092526,0.29939767775023746,-0.2958618809953009
daily_crp_lborres,-0.06932996642130643,0.2564856286625415,-0.06225955959648915,0.022800662804906568
daily_lymp_lborres,-0.13194599938449017,-0.12523350284976406,3.002850503234427,0.010601387455669077
daily_neutro_lborres,-0.010399984088869312,0.29981752932851835,0.1091176226655404,-0.06571318825243704
daily_plt_lborres,-0.016278042131848924,-0.013485752005020486,-0.08382790497810923,0.02690522496687781
dementia_mhyn,0.3832008862632909,0.021552676067449733,0.07085864678474899,-0.4536294943169029
diabetes,0.011211980418873356,0.45481712690368187,0.24133111322932,-0.1353352737173164
hr_vsorres,-0.13356253489717201,-0.03827253161717403,0.045099633426499156,0.1614423763015661
immunosuppressed_yn,0.12043050415895237,0.1103073801191903,0.24852012581416072,-0.18024156620702378
infect_cmtrt,0.039076437261115954,0.07724738750564425,0.0815989088128543,-0.06842682179722942
malignantneo_mhyn,0.25212686988985455,0.114032145003221,0.3165906982491176,-0.3377725660435349
modliv,-0.14347775464096107,-0.14347775464090162,3.861272530129473,-0.020926941922935347
obesity_mhyn,-0.3666787473668041,1.5575571274159081,0.14094680548670863,0.04565845860225938
onset2admission,-0.10453896150844037,0.02480414017228293,-0.26947271138778994,0.13078591373267814
renal_mhyn,0.22902218752047318,0.7415444540234221,0.38695129067023915,-0.4646907368969609
rr_vsorres,-0.06909959268216619,0.06780745747523406,-0.008210741122837862,0.06443665886439942
sex,-0.015974883265720195,0.0828589626420371,0.10457928475463575,-0.007237285532954458
sf94,0.06084060600996288,-0.23072525481482484,0.08167017765050452,-0.020213213927400484
sysbp_vsorres,0.03072066430403096,-0.044499189240183604,-0.13418512211168862,-0.017315389347513577
temp_vsorres,-0.10484203892763332,-0.10561205446428513,-0.126567020867904,0.1540452896146737
