,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
admission_diabp_vsorres,-0.0841722809226822,-0.10125331281303289,-0.020513960126046324,-0.06773535687678925,0.04433114428426439,0.06805155738412991,-0.2443729131576661,-0.1145488794594946,-0.3239923557522315,-0.14259482041706453,0.10952124127071532,-0.09613045688687173,-0.23761810403934916,-0.00811906266834296,0.04773202050721834,-0.057319096278716744,-0.30322115945029193,-0.04758311685378073,0.16463015861983515,-0.0652827467285241
age,0.7405546124628144,0.3319910556157878,0.08413064007338936,-0.1844989400631186,-0.579616160659138,0.011125307931175965,0.12971169844554736,-0.3245313527234574,0.7775810397245569,0.16043968633043873,-0.5571601099090718,0.37549515417027113,0.44031798201334915,0.15571583000268477,-0.11024272618291853,-0.07287119837778964,0.17909883541901359,0.37869989613530586,-0.6077076401575947,0.6193444869266702
asthma_mhyn,-0.3971185339237925,-0.3971185339237638,-0.39711853392376545,1.0211152677986552,-0.397118533923758,0.12762797271351,-0.03537114491997621,0.011358035046027311,0.840171355757192,0.5007367055696823,0.24381859425913993,-0.39711853392376684,0.04458727974396993,1.3482886812966959,2.5181398362837157,0.21212491453748528,0.6786934511279811,-0.39711853392377205,-0.3971185339238216,-0.39711853392376223
chrincard,0.2928571352519395,0.3180005383839862,0.013715980239611637,-0.17639906648228743,-0.6953518798851719,-0.09797953023475461,0.43627109738091663,-0.05655564038649037,0.4706157460935433,0.5550647517450542,-0.14886547723555163,0.10984871551370011,0.38215957330814704,0.1549026122710311,-0.05431511941040325,0.013027720007186317,0.25715404359831606,1.4381207974374803,-0.6953518798852775,0.2171733566377762
chronicpul_mhyn,0.7433213498540915,2.1500325998299155,-0.4651092267526924,-0.11171168261983565,-0.46510922675269445,0.05791913856391509,0.29843583210364993,0.0954341005465885,0.29510642050979796,0.2593461407417815,-0.04154096449868052,0.100326843859849,-0.016044468652569,0.34416790415498644,0.1408510179412105,0.08652225229216279,0.15528685731312805,-0.46510922675269056,-0.4651092267525685,-0.46510922675262095
daily_bun_lborres,0.37295573411871946,0.05839909672584973,0.04487187239779882,-0.4744151834004511,-0.47184549503239237,1.5435559612550924,1.0128430893064717,-0.2826686221997279,2.653463978530676,0.9796400401763602,-0.3462159850469834,0.045034674340451226,0.3648187771208341,-0.34067208465979537,-0.25579889557819985,0.08884268142997423,2.374328159955821,-0.034394655861458255,-0.3123316733594076,0.5957055289465043
daily_creat_lborres,0.024581668856430684,-0.03287087799379118,0.10905982155034198,-0.328930081604793,-0.3822831440774869,2.0524450841838378,1.2593918594345017,-0.2700100880851719,2.144649297961092,1.5034378719902166,-0.27271806469546916,-0.053124517761938356,0.2036600780113276,-0.3168080813314726,-0.2484285864889663,-0.004840466445628062,2.592008386748402,-0.15605726483148277,-0.22891673661072356,0.530201378244787
daily_crp_lborres,-0.08526981957410132,-0.029303190905405264,-0.01653916716309791,-0.6584115818438416,-0.11650620622853809,0.7754930516871368,0.009120293964369778,-0.2630108897629929,0.7659685557246839,0.13481435064528038,0.05655974598452674,-0.005330943107046173,0.001155764261706241,-0.07764171612609161,-0.04257020815878106,0.17210698298239727,0.7322969776341725,-0.06454350343322247,0.12530990777689474,-0.013570202823577555
daily_lymp_lborres,-0.1237119563533408,-0.10163123773153607,-0.09981758194541292,-0.050563649523324386,0.07874455866602266,4.773666103092475,0.12433157388901632,-0.04141922059880663,-0.14310198006287458,-0.15494160216000344,-0.020182550142208208,-0.15175315959232102,8.14231007662443,-0.11341917352844119,-0.05415555464322843,7.813106563643001,-0.16994679556081158,-0.08922636941022999,-0.0007544656583189688,-0.1319726781556942
daily_neutro_lborres,0.06412648345815189,0.07737354540621444,-0.0407088348452201,-0.2942304890047109,-0.12115589270791798,2.254257321078483,0.08016205151782364,-0.06349213149658321,0.9455435033115909,0.07203120408920005,-0.07201435414956583,0.01853350813077115,0.0521286722625637,-0.11532983204599277,-0.04313981120045895,0.8107525144720562,0.734407155070219,-0.03651855793248578,-0.02984213674651716,0.06378429677809362
daily_plt_lborres,-0.017567644442195766,0.05845628667031571,-0.0419688617939737,0.10180016029981923,0.10115539158099131,0.7778977730485532,-0.34514876665470057,-0.33357702448372284,0.2249042220200291,-0.0777999346217071,-0.010588062047392786,-0.01638147749736107,-0.09273536164292281,0.011702715134583203,0.05339231713600953,0.20893988863736782,0.12311942248036972,-0.06278339110993643,-0.0004392639787574979,-0.03437641611514399
dementia_mhyn,2.204442199037613,-0.4536294943168215,-0.4536294943168211,-0.09443061683648511,-0.45362949431682276,0.23746914595532417,-0.020318537005997086,-0.1676484697607475,2.2044421990375254,-0.0349218402848857,-0.2846099385306409,0.020598547499470668,0.13705310420638347,-0.21442745028675106,-0.11078960102339926,0.1433983274327058,-0.45362949431679794,-0.4536294943168197,-0.4536294943167045,1.2038542101940735
diabetes,-0.058251168129247514,-0.022605926705727253,-0.026971374606480837,0.2655865366803509,-0.24004897827634653,-0.08970608957842328,0.5374280012448709,0.08297679445185147,0.21874043666491863,0.7681848587644143,0.2230550954852804,-0.061080259359023586,0.22328979545906827,0.12413131948300239,-0.05811456620522317,0.0322522679703648,0.46177512796292103,0.05759965193433909,-0.14196984709141908,0.09793121983263399
hr_vsorres,-0.15530416280412257,0.009242513165953268,-0.0528048696878996,-0.024362584644808737,0.13063232266987077,0.22982137083634757,-0.031565377740946324,0.08640342663277896,0.08174926025684985,-0.1396905789432543,0.1840922616579749,-0.0724447023346695,-0.1258204223665754,-0.04344047268807958,0.06831740635346228,0.15739781038852602,-0.018368836785889443,-0.23435772017089246,0.16450293831876944,-0.20256403992660682
immunosuppressed_yn,0.9332446059092996,0.1698533464745304,1.7830378692397462,0.29435831105781785,-0.5608405840680992,0.4235883663212847,0.34021244664400124,0.14486427134826027,0.038756229568857194,0.163584641316095,-0.09438486908010141,0.45725333870083434,0.528234252822511,0.48949246020585746,0.0912604433146303,0.17162143259067653,0.2655020666863089,-0.5608405840680484,-0.5608405840682312,-0.5608405840681873
infect_cmtrt,0.10051368411054554,0.16052322554823747,0.06744312703880836,-0.14657921454280304,-0.13359319080048365,0.12769142515062057,-0.033279712696991225,0.027564663729224708,-0.011502937091622173,0.1120912817903014,0.02474908464367388,0.04599985805746561,0.1092802990478306,0.10475668084075608,0.11282415157927767,0.11268184789494634,0.12436399468393669,-0.10318149595164562,-0.12912960542066906,-0.03989532743674424
malignantneo_mhyn,-0.33777256604364575,-0.3377725660436317,-0.3377725660436414,0.1525218958616194,-0.33777256604359823,0.9815652587195747,0.29621580473674397,0.10512441015920033,1.618222464855306,-0.3377725660436241,-0.3377725660436353,2.960571995863973,2.960571995864371,2.960571995864448,-0.3377725660436136,-0.33777256604362127,1.8194643220576492,-0.3377725660436532,-0.3377725660435518,-0.33777256604356376
