,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
sex,0.009044984612997482,-0.08883469414265692,0.0910063520485087,0.004285929554813561,-0.006410178996825456,0.009800243166034292,-0.0729426139435997,0.02882262090854595,0.14280005071106877,0.07690882607801468,-0.03597933989271529,-0.1412712166157553,0.13639521977429195,0.10801039491820659,0.2525858419079072,-0.1505154339351581,0.08750101215245851
temp_vsorres,-0.0636506146061654,0.09212565504659548,-0.13419275689185842,0.07952395650719325,-0.02462356379082664,-0.4925829907035355,0.21230744527629686,0.14989524084013203,-0.042020445917298026,-0.12235275687481816,-0.1721829018574348,-0.02983019705892415,-0.36362777171212723,-0.10937552651084047,-0.13796480164745925,-0.11940104662197527,-0.06809789890450893
hr_vsorres,0.009237689044345963,-0.09583264302542976,0.26330985338899265,0.06258251801099213,-0.07081477115883948,-0.4515952993468661,0.19735154699278554,0.15457363654977896,-0.06836199786125655,0.04299060863361136,-0.24278060537956253,-0.03990510393320933,-0.037077496251131783,-0.0749806312013097,-0.042286019835238525,-0.16273574754738154,0.11509944109597264
rr_vsorres,0.09504113222083456,0.0681292298388924,0.31061662900033205,0.07209636345459082,-0.019047820411694377,-0.7004920793188497,0.18967625560221799,0.048038610337228504,-0.025893919361713896,-0.12583417178231485,-0.11640230890230181,-0.15386271205395796,0.07315320223881365,-0.13882374261425434,0.09856115845442218,-0.06995005224427221,0.19519365810036232
sysbp_vsorres,-0.011959687007064393,0.029057495917953795,-0.21062007864799268,-0.0459066536725543,-0.00660157877856587,0.0012578996463155747,0.041937975532429644,-0.04229022760284564,0.03396956699351553,-0.08870477849398009,0.08265758596995627,0.04391008910726826,-0.26934980300223643,-0.051207156114378184,-0.49776517164888456,0.06062834947678259,-0.04303127251042606
admission_diabp_vsorres,-0.09365371361231872,-0.027889427518508998,-0.11446285666080587,0.009523500173617338,-0.1223209960646223,-0.09348328826637949,0.12893059529383,0.14189715768204075,-0.0034848696488667323,-0.10861356086941647,-0.12944907319142843,0.008661679428109602,-0.31314373538504564,-0.11155898483001729,-0.4890702466130344,-0.025819107733136965,-0.1068985867296343
chrincard,0.31206485312487303,0.2984910657581052,0.05453404277964341,-0.1267043298510704,0.3731873107113409,0.31602527582821216,-0.17818732043616636,-0.6979109155312728,0.5421292099926455,0.21409172406937532,0.4499081956724768,-0.010358156752020644,0.6316554745689792,0.12670817357897832,0.1670301256417262,0.1015617725135563,0.16324150856054057
chronicpul_mhyn,2.148192235770177,0.16031064498441566,0.1493402940681989,-0.46550768750984445,0.1940490358997378,0.10159859682096316,-0.05923133684898336,-0.4655076875098533,-0.46550768750985144,0.5643333704238013,-0.1409094919335042,-0.46550768750984667,0.12681440792904286,0.12906735950321527,0.1492824983212423,-0.013716104676944786,0.03676888084984928
asthma_mhyn,0.13873390253755502,0.11466279562766372,-0.07232926873002214,0.09992602625608361,0.13490293126402317,-0.39684364971784897,0.26268816091591174,-0.0574169501649228,-0.0637051561178115,0.032691037640487974,-0.0959645137312241,0.029009843154042373,-0.059368125949094006,-0.10342927321490178,-0.011020326297240595,-0.12590256051849397,0.03484550879940931
renal_mhyn,0.03798618199620605,0.1461744011489223,0.08834903808985714,-0.11119426559873384,1.3197523088326177,0.4576504582354888,-0.4651690021364425,-0.46516900213644147,-0.4651690021364401,0.3691705987930246,2.1497563152470827,0.05927447024469751,1.2127123898817158,0.11586355411186111,1.4713592688510178,-0.46516900213644335,0.28890175097066473
modliv,-0.14233669105207453,1.4504764180598806,-0.1423366910520845,-0.14233669105207225,-0.1423366910520747,2.3896430238857564,-0.14233669105207492,-0.14233669105207505,0.17753777906739504,7.025595386604448,-0.1423366910520752,0.048724557074805795,-0.14233669105207736,-0.14233669105207528,6.790696563577073,-0.1423366910520755,-0.1423366910520797
malignantneo_mhyn,-0.337841617873232,-0.13391912986075455,-0.33784161787325534,-0.3378416178732267,0.6664437681660929,0.515757763757013,-0.3378416178732332,-0.3378416178732331,-0.3378416178732314,0.5195389844208828,-0.3378416178732332,-0.3378416178732283,1.45552189770879,2.959966881212449,0.1240118996576547,-0.33784161787323397,1.896321827025775
obesity_mhyn,-0.36856701717793083,2.7132107687141462,-0.3685670171779564,-0.36856701717792456,2.713210768714095,2.5169429612323397,2.7132107687141036,-0.3685670171779317,-0.3685670171779302,-0.3685670171779321,-0.36856701717793217,-0.3685670171779267,1.4114638856043313,-0.36856701717793267,1.371346522749217,-0.36856701717793333,0.8309288860785345
dementia_mhyn,-0.4513589794905612,1.6674406212971487,0.34941330329689946,-0.451358979490554,-0.45135897949056175,1.138399344721258,-0.4513589794905623,-0.45135897949056253,-0.45135897949056075,0.14052515907339624,0.6158698974498261,-0.45135897949055676,1.3828716852668015,0.012559255907979917,-0.06342125445746365,2.215531418315145,0.20670710012668886
infect_cmtrt,0.18838691432866692,0.19405968389376393,0.1787289183528665,1.9508377577675526,0.09313080498789653,-0.2076142766633772,0.021229162831818495,-0.5126002898079713,-0.5126002898079699,0.3676922293213445,-0.20468060248958087,-0.5126002898079648,-0.05702307844005564,0.06403052643230721,-0.013987092808001336,0.013300339644290218,0.0688220690535156
daily_lymp_lborres,-0.11086431311486732,-0.13155269870516173,4.595398618215356,-0.06368073148419576,-0.10339107239073633,0.011145038715410433,0.0034358230342462384,0.03503322643752712,-0.07001223521559621,0.019859127240797254,-0.15442586189584023,-0.11394539644941301,-0.15389635668864698,-0.1629558718691146,0.0284145704430996,-0.12274552789435307,6.531270541779796
daily_neutro_lborres,0.06913985868631882,-0.18827728240978325,1.1107934100957666,0.011743028584060964,0.11918382144293083,-0.3112906722541418,-0.09736796889933644,-0.09233115218201773,-0.021025835612992427,-0.010676204177123194,0.03604632741910252,-0.07091033800631369,0.6869864850253165,0.011841459147020316,0.7030178944561228,0.021398261053045785,1.0399399022082152
daily_plt_lborres,0.06456659796946401,-0.25913049644712427,0.29653186045418317,0.09715118977811325,0.003162826795096936,-0.07437290645452825,-0.011402066170687205,0.022917118738112592,-0.03823660660189908,-0.27107918606203824,-0.08266053019601184,-0.06497764257830362,0.14035691876529544,-0.004903027525538563,-0.15786568174839766,-0.02639746643186467,0.19271981884202566
daily_bun_lborres,-0.048432450538064074,-0.07916254628563361,1.3551702425499663,-0.1416832217859765,0.6705982365487625,-0.17951047110783064,-0.3931243790048002,-0.4326364131022675,-0.03727733728571077,0.09145242338209308,0.9110857411019024,-0.07562611644405877,2.498124935875365,0.06144987049344171,2.228408036803134,0.1999982949982038,0.2634036088771089
daily_creat_lborres,-0.1381250812009162,-0.18137190851729074,1.6294048196203312,-0.1587879679623824,0.933969769226551,-0.0993626634357078,-0.2877897819836393,-0.31409059486161517,-0.1162230689812683,0.12334976185678385,1.1459362410659044,-0.08923131871162884,2.986240549536053,-0.04425615563679314,4.204507844537911,-0.13872516403736745,0.11382300482699238
daily_crp_lborres,-0.02024760250267905,-0.21841141242077658,0.40846709207199144,0.10781901852481211,0.15150391484898476,-0.44927671848936657,0.049875929723494,-0.024966907051935876,-0.007000305968077301,-0.1934097174226092,0.02724363185755104,-0.07940858605893418,0.7163567844698886,-0.0015105033247484233,0.35720303148459087,-0.09811429691409959,0.15916743572554137
onset2admission,0.01052202672531747,-0.03986362698805778,0.04504640326245749,0.1963764781517487,0.032152978208717486,-1.2909910138266785,0.1494647106745557,0.11300148991647913,-0.016521994245048112,-0.08825047363784948,-0.16094886171487016,-0.03169214219916251,-0.06308184589165092,-0.1055249700539448,-0.5347189767656494,-0.22699308740463073,-0.30046711971505385
age,0.3159754092514895,0.3353483435652212,0.04132688936318526,-0.18474289064300545,0.014814867397582825,0.27459133384534795,-0.6238001649215283,-0.676165412616217,0.06317614047740053,0.04595021571922824,0.5852386585038071,0.06110958636690296,0.5802511112210967,0.37353324126480364,-0.15479698076115286,0.7092314881995877,0.20646479678131205
immunosuppressed_yn,0.21133299120934437,0.03020557655437543,0.15053413318819575,0.05663125151666978,0.21629520308803268,0.15696364027354848,-0.09747302015801754,-0.5608791854349485,-0.5608791854349466,0.2497857732571969,-0.22879602019384562,1.782915155292328,0.14943161199480692,0.46436767259758505,0.5127430619980583,-0.022779988592729308,0.5892589507392866
sfr,-0.07254168278546398,-0.11406859819410328,-0.19178344930777608,-0.09286353752122423,-0.1322925715022021,0.7802667866134912,-0.2536700641254782,0.045058277425967574,0.023108595551173804,0.1298160093636859,0.05740300923689554,0.11814242930992365,-0.25350583279500644,0.10973182854601976,-0.321543974922671,0.06746778786930911,-0.26162270083071004
diabetes,-0.04002448024180724,0.29740648756618016,0.02319459654205951,-0.06635412580614239,0.6761025991840888,0.7828980744160812,0.21151919910916056,-0.560184343174243,0.6695643568218644,0.15954707878237168,0.2935965881047841,-0.04997057180729809,0.5396337369985879,-0.04869448518534752,0.5229553027340793,-0.09754710441035656,0.1247140261810279
