,0,1,2,3,4,5,6,7,8,9,10,11,12
admission_diabp_vsorres,-0.014873115967352498,-0.09423916233798596,-0.08010435028008386,-0.1235327820473628,0.1172494858224717,-0.17498684214534183,-0.24511674930740157,-0.1141847020576672,-0.38677264340575424,-0.010440674776960252,0.10613734235168042,-0.10522862253936628,-0.049383490633484156
age,0.7118901217319865,0.3192029754236641,0.340388987789811,0.5706006158853038,-0.6063515763602128,0.20561701171066543,0.13137974618900952,-0.3254841730251898,0.37980648315342097,0.1336301312209025,-0.552977353993221,0.4011172501905061,0.14526511353219326
asthma_mhyn,-0.1326889884308417,0.14171393058789838,-0.08748349349413125,0.003183462869585877,-0.004836561474496356,-0.11257213683174563,-0.036249172563189366,0.01169900046252966,-0.04747652517932817,-0.02880819647910861,0.24305790144312706,-0.0699723377139026,-0.07432175936797596
chrincard,0.10765723940442791,0.3125345396647537,0.11431460899899996,0.5309625551271682,-0.6953518798853775,0.11599638506356535,0.43352443966910603,-0.056022421488745304,0.3281617546165193,0.5983088257136121,-0.14582581566558134,0.3961325951775375,0.21266590319685252
chronicpul_mhyn,-0.010127604411335516,2.1500325998299687,0.1426247861914285,0.13937332269820268,-0.4651092267524194,0.17302390772658646,0.29658256739768807,0.09590199981812375,0.10708550029545523,-0.46510922675255545,-0.04310023094528131,-0.46510922675269134,0.07782679260710641
daily_bun_lborres,0.17875756028224118,0.0017335446725719658,-0.06896827417786841,0.7635285145283178,-0.43254311511603527,1.6962703633349794,1.0113988519635042,-0.2832533349928861,2.8068774487229264,0.004774112416891465,-0.3292210926209445,0.7109704315299028,0.5005137861943962
daily_creat_lborres,-0.14079925711393285,-0.09674157393178581,-0.142961719412936,0.7904645902231124,-0.3246842148419882,1.9471979684549137,1.2601641272218833,-0.27155230534387054,2.9120952247435152,-0.1059666015697189,-0.2595215843152052,1.0483296751952869,0.4853549301341311
daily_crp_lborres,-0.1178403386224904,-0.03114453993348031,-0.022465633398509547,-0.017823608405456548,-0.003749606341032388,0.5247394253062305,0.00883828219627872,-0.2631410586572115,0.7501703365507563,0.0189231221852713,0.05834379634131494,0.022880886009301403,0.28718874530044713
daily_lymp_lborres,-0.12233457111642404,-0.10981368068479311,-0.16261827300954926,-0.1533052854863677,0.016246459318239943,3.821252848385707,0.12357762049774997,-0.04129828737450453,-0.21090340755658318,-0.08328060568033432,-0.014092543902793676,-0.16555328960613275,5.060375340030055
daily_neutro_lborres,0.015686660908703284,0.06714852851619138,-0.021841242474191214,0.03532668494574454,-0.08719942897923064,1.0781441712843864,0.07924565878047272,-0.06329688973967654,0.9579409963415717,-0.007908097067820192,-0.061559463800590776,-0.004944698478142808,0.542401228915337
