,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
sex,-0.15285610192951316,0.026431029071502323,-0.09095332308566761,-0.16115235678027257,-1.1303736043214019,0.0014816119274284115,0.07848134448750783,0.1527486007163192,0.10248315064155991,-0.04002974696366407,-0.20518018862137408,0.11624296018784581,0.08363537708854822,-0.0916530060382531,-0.19595706247193448,0.054342087698444376,0.22292252798420015,-0.050545444432093974,0.8846632619312852
temp_vsorres,-0.15118964198541485,-0.08606311446103244,-0.03544037750080356,-0.14234479201061617,0.08424320624823155,-0.14848268374955287,-0.20357736084139255,-0.10650616274246809,-0.5372405114087343,-0.089885587358068,0.16030551451752761,-0.10270007093377254,-0.0469332972854394,-0.0004391722005601627,0.07379740675038246,0.03996757047615041,-0.27124912356677056,-0.0965262457680847,0.18274284570440383
hr_vsorres,-0.19757441491500954,-0.014583270713204494,-0.052880460660603146,-0.06619012219262692,0.13617592090028316,0.08116269946805958,-0.0294258837067231,0.08581974485952595,0.018081489663158087,-0.1435799070685882,0.17722132647837568,-0.0732432697644183,0.08450300253616652,-0.04082534414941112,0.0699455878100768,-0.027941352783832696,-0.00834784084313543,-0.1559637157579794,0.16331437972465884
rr_vsorres,-0.0944168021065614,0.07896381830649614,-0.13854509443539867,-0.6530120270110946,-0.07164179819191283,0.2168246054761122,-0.10624145996895663,-0.1658078353206662,0.40538159268203294,0.016534597546111265,0.18995541721888093,-0.13113379281014473,0.1514970234623895,-0.14140613029879603,0.029091607481083897,0.05171153903479481,0.008429209957351238,-0.054493422875198934,0.14742402525375695
sysbp_vsorres,0.07150167195713315,-0.018661537931626643,0.01959058582870053,-0.15007658511401303,-0.0721811531008106,0.009039388378206772,-0.1782897444142132,-0.18858589926116043,-0.4381657475931299,0.0464852263485355,0.02674322732001407,-0.05805308078304586,-0.1015447482982502,0.09245335525893558,0.02701876065506691,0.05074739431975549,-0.19027751443654659,0.018457113545399854,-0.011348777807401322
admission_diabp_vsorres,-0.034192952701787106,-0.09775958848789738,-0.020402538400922016,-0.08294334474731614,0.04994650357541413,-0.013182093146332813,-0.24711977680679667,-0.11343363336329132,-0.3800627607120636,-0.15290042734856799,0.08373594666806815,-0.09578634745985161,-0.10046465909379537,-0.002202180624811108,0.04869001694128293,-0.01167844090698377,-0.3004175118249031,-0.04943631224148869,0.1683426384236952
chrincard,0.1498334285751542,0.3366613416333515,0.013683703937693033,-0.02355775617212643,-0.6953518798850739,0.28628010937716925,0.43004446469997365,-0.05505138803540063,0.5080111991423367,0.5991486744510401,-0.04535396243858917,0.11105135374532729,0.07983377710556475,0.13982276005580835,-0.05684466640341951,0.11403844197182596,0.2726447288455259,0.9711447015924979,-0.6953518798850798
chronicpul_mhyn,-0.4651092267526492,2.150032599830103,-0.4651092267526472,0.13074349597022053,-0.4651092267526465,0.0711558051252787,0.2947754827084222,0.09643116306531134,0.42823790947191465,0.720889856168618,0.46506048086623214,0.10020838734975056,0.14810874694453424,0.3283916630648587,0.1408483614218995,-0.4651092267526496,0.3054648754494938,-0.465109226752654,-0.46510922675265004
asthma_mhyn,-0.39711853392379637,-0.39711853392378427,-0.3971185339237958,1.1754367686680867,-0.3971185339237945,0.14449716672574248,-0.0349277609901279,0.011266055972659877,0.933966615226538,0.9678600700026814,1.0133923412252,-0.3971185339237983,0.1159868561414015,1.3248388640860567,2.518139836283462,-0.3971185339237974,0.8596476223250911,-0.3971185339238011,-0.397118533923798
renal_mhyn,0.12730915512338897,0.09250941480833792,0.14306844116811435,-0.46469073689702733,-0.46469073689701534,0.6414032199342614,1.843991195038719,-0.46469073689701806,0.6261462167273658,2.1519688700436186,-0.4646907368970172,0.10908182226265128,0.1454730568311665,-0.07116709133904098,-0.13408599608046431,0.9343498789729778,0.7408035050600195,-0.4646907368970232,-0.4646907368970192
modliv,-0.14347775464089943,-0.14347775464089507,-0.14347775464089915,-0.1434777546409025,-0.14347775464089857,-0.1434777546409063,6.969721560689522,6.969721560689513,-0.1434777546409014,-0.14347775464090165,-0.14347775464089926,-0.14347775464090007,-0.14347775464090215,-0.1434777546409,-0.1434777546408994,-0.14347775464089965,-0.1434777546409079,-0.1434777546409012,-0.14347775464089985
malignantneo_mhyn,-0.3377725660436227,-0.337772566043612,-0.33777256604362166,0.35877282173921204,-0.3377725660436209,0.6649206427739605,0.29361035483104114,0.10577351766953548,1.7975605802339227,-0.3377725660436279,-0.3377725660436222,2.9605719958643775,0.28663300139841497,2.9605719958643775,-0.3377725660436227,-0.33777256604362327,1.9581705090007104,-0.3377725660436264,-0.3377725660436236
obesity_mhyn,-0.3666787473670401,-0.36667874736702816,-0.3666787473670394,0.7524317830529436,-0.3666787473670378,1.4621569537766597,0.2138274415803929,0.0714981465099994,0.44591980669939235,1.726314378273565,2.7271828737840935,-0.3666787473670413,-0.3666787473670468,1.1794548206084738,-0.36667874736704004,1.3041719591846503,0.8582240037730764,-0.366678747367044,-0.36667874736704137
dementia_mhyn,2.204442199037515,0.0731609140244121,-0.4536294943167965,0.12048151088401086,-0.45362949431679495,0.005302945948674958,-0.017908681709091,-0.16867037566748289,2.204442199037546,-0.00019013985941331623,-0.2344218268113844,0.021054254799415875,0.10524996994972409,-0.22970887597903641,-0.11297519600034132,-0.34265249412638027,-0.4536294943168242,-0.4536294943168029,-0.453629494316799
infect_cmtrt,-0.0018076088110051095,0.15181158305193568,0.06755339568436955,-0.10462678633875169,-0.1420508013003276,0.24265145327552162,-0.03396857106681196,0.027881138352353334,0.05879251450186443,0.1505456364156605,0.1241453292628911,0.04540347829587848,0.08941330508749883,0.10606704281331954,0.11305165670326162,-0.05220736739518756,0.15436033412813568,-0.09563292985362129,-0.1301114651573963
daily_lymp_lborres,-0.11366065718685955,-0.11481599111142558,-0.10031253880937333,0.03415919748349189,0.09047891654241247,6.965893948370397,0.1292671397591722,-0.04333527533730512,-0.05779269344010073,-0.1617905393961342,0.023519536198248352,-0.15712661356896757,8.301463613391965,-0.12693572963351407,-0.05361823361807494,-0.09793312678799729,-0.17779073800664305,-0.06705924713357979,0.0010291305927003001
daily_neutro_lborres,0.05760139974686886,0.0786369870738509,-0.04059701375077484,-0.18368614020940094,-0.13043850402566093,1.3147976179374863,0.08022948993979703,-0.06370221823007204,1.2287434326856577,0.060646823922819115,-0.05906367404065992,0.011931727609895674,0.17086781371464405,-0.13069634703546254,-0.04525553066386886,-0.01189709377888254,1.216695738706888,0.004504889194456243,-0.039692107817114214
daily_plt_lborres,-0.023284782356446317,0.04306810329607917,-0.04192296678138213,0.17509334216893932,0.10363268344333713,0.34705685592370433,-0.34302352210140125,-0.33429418827181145,0.34735507251625747,-0.09543643673980176,0.015651328120077468,-0.017828341048266045,0.062293398354256416,0.00861429620225346,0.05186402357364854,-0.04013807178364869,0.12844196047253736,-0.024387089093216484,-0.0018469795730518335
daily_bun_lborres,0.37195291625585136,0.10497394135840751,0.04450917164809178,-0.41975937911839145,-0.49988322035104715,0.8080325491640971,1.0098185340499728,-0.28331164679986504,2.489908177588729,1.1609920337191815,-0.34031291601012714,0.04647885865337079,0.09455521981063114,-0.3414057895396481,-0.2598021837644307,0.30161261419120616,2.1694410252295966,0.10243513443153011,-0.35077102046267516
daily_creat_lborres,0.041508786326942784,-0.049325102843273225,0.10841152594830582,-0.29409587626339956,-0.3962304524907177,1.1621009637510866,1.2580918038084847,-0.2715514810848456,2.2099149328791228,1.7971944092414789,-0.29337953422552043,-0.052847180449837695,-0.019204903651570602,-0.31876136120403187,-0.25029951084567614,0.5574643803046117,2.384692776399161,-0.04115154352751657,-0.2480033553661126
daily_crp_lborres,-0.08530554467922051,-0.038559096119636635,-0.01640443850300269,-0.5880222467391267,-0.13015507163552556,0.4222514139392435,0.006544026507575474,-0.26247724558042035,0.6662520706328576,0.1380148613159527,-0.003438469053558428,-0.004198477200707815,0.09103466982100465,-0.08155158768686871,-0.04300660831152093,0.09030639059853475,0.7077866170370891,-0.007486943512716087,0.11641447946258285
onset2admission,-0.22991139993745244,-0.014503794272028988,-0.011729278677993624,-6.264477755846876,0.06913893644896903,-0.6427118467759116,-0.17663309329623597,-0.14858237877134844,-0.1453832507069684,-0.04993497490278813,0.17185883593188675,-0.11898126469681002,0.06729723988619718,-0.02918450436310133,0.1190178724766462,0.04140794424042232,0.06851326816927994,-0.03619750204389226,0.15728501366051542
age,0.753601331373429,0.408098566171653,0.08427091536697467,-0.0950216662489651,-0.6343950298076296,-0.11624708034785554,0.12552088074784354,-0.3236783181622266,0.7696308061671315,0.1896478384273008,-0.4223903269506492,0.37657112189886544,0.08175362791062103,0.14955696910590902,-0.1123068543573744,-0.08931402313159162,0.24592907212857662,0.24573111763050662,-0.6123071610330313
immunosuppressed_yn,-0.04263235870515555,0.14783708463997483,1.783037869239911,0.2509180040157025,-0.5608405840680656,0.2386601769622132,0.337546169945266,0.14552879882383501,0.1604806182121144,0.5404258014241177,0.4661115354554267,0.4582658994754572,0.2611882713453963,0.49113303120391105,0.09122993603992359,-0.5608405840680689,0.36331868156955605,-0.5608405840680752,-0.56084058406807
