,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
admission_diabp_vsorres,-0.04094442163968309,-0.11838273308352074,-0.10141030461744581,-0.15949968391377892,0.030146376215030978,0.02523816826585877,0.07919325817979085,-0.22980319653348374,0.02576749150486892,-0.22078158176116575,0.058373334447253226,-0.057676416885382685,0.09165555402576064,-0.1132389450767978,0.017784093812192446,0.16108376762191975,0.10123454505629394
age,0.7635000829522242,-0.3531758031385461,0.42446797239447587,0.2319793884899263,-0.02378929845198657,-0.04297134967757161,-0.6905962709808313,-0.9134390459244964,-0.11111638421826801,0.17675336050267487,-0.5249149190482272,-0.45307458388172683,-0.6431714469333865,0.3910815223752903,-0.7937987300151128,-0.6033780784861238,-0.5093540783549039
asthma_mhyn,-0.39711853392375956,-0.3971185339237908,-0.3971185339237592,0.40281296311032067,2.5181398362836975,-0.3971185339237964,0.07971674280204619,-0.1753053970602012,-0.008417417896162068,0.06146143442341287,-0.017469867841672548,0.02388608084727904,-0.06074256813065147,-0.09001559653070265,-0.015682859317239856,-0.05994786546232274,0.2770828059847615
chrincard,0.16279708649022748,-0.08630309193319241,0.34657036442556527,0.4426045664931487,-0.014971021275497553,-0.07359698535105252,-0.2204299813494405,-0.13879379014875182,-0.12642583259905552,0.29946964942826204,-0.22485220199643333,-0.24772954704083153,-0.33858387364384074,0.16110863565140476,-0.31651093718293866,-0.35856012347782523,-0.11145863048654986
chronicpul_mhyn,-0.465109226752694,-0.4651092267526498,2.1500325998299235,0.3109911906007894,0.19890794096797834,-0.46510922675239075,-0.2950919658009341,0.018123502072437358,-0.11642364987493999,0.21071394191482165,-0.20210351833778292,-0.1872058718841758,-0.298929645799224,0.18433214048010788,-0.3103189005686186,-0.2957653133689223,0.020310958791608092
daily_bun_lborres,0.3808086431194766,0.011549440193449965,0.10701271011657593,1.1825758292583461,-0.24510316842714733,-0.08722567226198276,-0.19212795403010996,-0.02036608331025096,0.1376188095196622,0.6577206746117552,-0.17295958994970217,-0.17493043276495276,-0.26710622422084573,0.13165128979518617,-0.2507584513433417,-0.14694628142383526,-0.3401498016665105
daily_creat_lborres,0.061006628190245396,0.02080837289715096,-0.05613602627834542,1.7173968091441634,-0.25493852084071356,-0.10270776340491498,0.040463720071673204,0.2654706244460612,0.4413819904349028,0.8545021415593923,-0.014402279683035837,-0.035463226525559964,-0.08026221609912433,0.06363091310706163,-0.15801770652718256,0.1391545618217158,-0.27935623054768416
daily_crp_lborres,-0.09049253879872994,-0.12797591519628923,-0.049229627558480954,0.21186670013579736,-0.06674527755335533,-0.011604605596207367,0.04385880029472216,-0.07722321623495365,0.25265291583227695,0.01471758537349834,0.05623391517131241,0.13303926878511443,0.06662773511967322,0.017989927776032803,0.007833191753095128,0.1636355170659583,0.038547387466449104
daily_lymp_lborres,-0.13013296899079937,2.715194415443323,-0.1236257498803001,0.3986396404421072,-0.07777197159192374,-0.09767183966020931,0.06577888462715514,7.15239042657422,-0.13049564297708174,4.124845095652146,0.012149338203082838,0.09264551497856227,-0.008935912704103953,-0.1266803302026841,0.027050073822790233,0.06059068982294061,-0.03816487039482168
daily_neutro_lborres,0.05885118679993067,0.40008092479933327,0.08194631288033032,0.2588149494700888,-0.04625561291995687,-0.04722243147845552,-0.06069272875771537,0.5479447268544831,-0.28733479012719576,-0.008315392480230797,-0.03774014315827674,-0.01762318560385625,-0.0354810547722939,0.06666942848159947,-0.0891554818070498,-0.10421382261086454,-0.07737028141334407
daily_plt_lborres,-0.024338123712171356,-0.06521729742946011,0.0407460422141962,0.021490745684600195,0.04406099800455984,-0.005419911980126694,0.021010130307490896,0.44249240653753036,-0.16956614368717154,-0.20522780231885,-0.007753006694158954,-0.04077614720414176,-0.0265935095317678,-0.0013690601364228022,-0.09385819330262267,-0.037380448194380016,-0.02146007747304857
dementia_mhyn,2.2044421990375516,-0.020345848356170405,0.08537771126352754,0.3147345901891461,-0.07669438353770094,-0.45362949431683325,-0.2808212496075824,-0.07803240721238393,-0.4536294943167982,0.23328790958375517,-0.19995040875333317,-0.27256194027359,-0.28472192851836475,0.004100459522177777,-0.4536294943167996,-0.28321832583177964,-0.4536294943168188
diabetes,-0.0694791468859111,-0.03577774452128795,-0.04904828023885488,0.5439211267016099,-0.08310828427261917,-0.09585778304232564,0.2146613768501848,0.15524721175526607,-0.5591999171346601,0.5617825363001749,0.03346909711883943,0.1380048131600235,0.03355566782346541,-0.013601816036293617,0.0039001564140976825,0.13354548563839191,0.20985581735961223
hr_vsorres,-0.20716700320890796,0.20779722621274868,-0.01859370755294289,-0.1254534487269505,0.025859846984124513,-0.048477047571247066,0.2219284660368136,0.6253448237223111,-0.14011142438965493,-0.2149671424503523,0.16546645034637644,0.19554633001696187,0.2321288931171409,-0.08115150297060425,0.19405761357057918,0.20167293769103672,0.17420701505533304
immunosuppressed_yn,-0.04752549261402668,-0.020402393398237868,0.1571388713510692,0.08746622216605077,0.12338327614385612,-0.11885207572998761,-0.1462330929017016,0.12703678809840474,-0.09206489340647209,0.42674865187630784,-0.1263764220955714,-0.1137792986959727,-0.17280719464082925,0.4706086965335271,-0.22495769044760924,-0.07303598328296801,-0.06754198815877273
infect_cmtrt,-0.006767415704440696,-0.0030364798731561922,0.16518301272279584,0.09718717077048047,0.10797710402298973,-0.08428396571252786,-0.004025269606811884,0.022741515955986277,-0.0200951816744766,0.09614147537897062,-0.03601642575576247,-0.016068298654719194,0.022741515955986346,0.05805332857910171,-0.0906889917882301,-0.05564522455336782,0.017615128691584363
malignantneo_mhyn,-0.3377725660436071,-0.3377725660436156,-0.3377725660436048,-0.33777256604363837,-0.3377725660436479,-0.3377725660436353,-0.18016731245372583,0.16414943250759412,0.3218963463379763,1.3299297405390718,-0.11704684631137618,-0.07714043444871267,-0.1723037753124542,2.9605719958639174,-0.33777256604362466,-0.09974770075128589,-0.33777256604365175
modliv,-0.143477754640901,3.8396735511563835,0.009397578305520226,-0.1434777546409077,-0.004894184460395702,-0.14347775464093693,-0.027457274193285162,0.011157013083674507,-0.1434777546408998,2.6938096127099875,-0.00013191292511520277,-0.007803653258575752,-0.04831789757962209,0.0662552816499788,0.07811723960615426,-0.031188203593478583,0.02605517188081154
obesity_mhyn,-0.3666787473670937,-0.3666787473670341,-0.36667874736709427,1.7295657186146083,-0.36667874736708433,-0.3666787473668513,0.05408074717039659,-0.2994208860376673,-0.16042130595696438,0.9369146323314721,0.028582661266714687,-0.01261283976936214,-0.056257848923781446,-0.06902733171088136,0.1537839552565167,0.10078939062261805,2.7271828737843173
onset2admission,-0.23626139737768623,-0.08158504449590333,-0.032612223691659885,-0.0518596452125539,0.0496754073897607,0.006565998151119959,0.17946693115784063,-0.132555039646985,0.2063972945094355,-0.14116894330766058,0.11546376608232789,0.11738014606566491,0.20558659144957322,-0.12579136136616167,0.21044095199844065,0.1736335640994935,0.12702864041221706
renal_mhyn,0.1295013600245986,-0.00721730899439553,0.08940595610241128,1.2928674950576369,-0.10783553020151922,-0.07916796751043083,-0.08478518404002398,0.13259026033942464,0.23308515828714366,0.8730397363141931,-0.12144071241241663,-0.1937559547069823,-0.1671441595191542,0.16230784832088507,-0.19568834739845173,-0.059209657342106495,-0.46469073689699325
rr_vsorres,-0.10146503384142534,0.041571722146625474,0.06296162917688662,0.00926228384438652,-0.016955205466003546,-0.07610354817871627,0.21584731655094663,0.5757063772621749,-0.11392822115069341,-0.0064337696608726125,0.13913969960088893,0.21302495863209042,0.34804391006300517,-0.1320226001274594,0.23121368376114526,0.16585012704715393,0.1560859033331502
sex,-0.15967306495592729,0.11711121237050175,0.021330779032372457,0.004285819632326302,-0.21713907439085078,0.03721099661555372,0.07179748266646782,0.07426800050357006,0.3473200975972321,0.17147605645982478,0.044936872040422945,0.18736167606182239,0.0759528139368915,0.09862036476903926,0.07488209138113588,0.0011371102012850676,-0.03677553128142302
sf94,0.0806041323284289,0.16824437273394952,-0.057920280159172964,-0.15980677301760093,0.06324762775726984,0.0609408865130439,-0.06454166349757574,0.18169468090039884,0.02746102818580502,-0.008914558560011525,-0.06672974525428778,-0.08268484917559679,-0.19197764798369085,0.07715170632476036,-0.06219127979872721,-0.07474458802450598,-0.31271982482482524
sysbp_vsorres,0.06659891880544276,-0.21422637301766043,-0.026131904184797248,-0.013911334337707453,0.036982281543155957,0.011324022467182922,-0.038958704742306914,-0.4722818198259527,-0.034673347341254115,-0.10715425531440978,-0.05435136860254769,-0.09626891630265227,-0.07668142544339034,-0.048636818613823365,-0.09775436976934779,0.06212373639529441,0.04559860958366766
