,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
admission_diabp_vsorres,-0.14403446575766993,0.0933812197693837,-0.10196132404955184,-0.15202619150245913,0.030457801455244023,-0.09259304161095734,0.07821701701826915,-0.18342020815033633,0.02576749150486892,-0.06212575838189944,0.05952603564197503,-0.057676416885382685,0.09165555402576064,-0.11344445643395412,-0.012904934895931069,0.16114335459657403,0.10101682086575743,-0.04097385122084929
age,-0.17371392931757534,-0.36684157357805597,0.42470501436886815,0.24991635739899992,-0.024000292931954752,0.4716458747744811,-0.6919318677929753,-0.23648463752294777,-0.11111638421826801,-0.45364733349014513,-0.5275506505287066,-0.45307458388172683,-0.6431714469333865,0.39109499288036603,-0.6308945633248508,-0.604148193964524,-0.5093696335275236,0.762368591227312
asthma_mhyn,-0.3971185339237913,-0.3971185339239283,-0.3971185339237591,0.48793366405595306,2.5181398362836975,-0.39711853392376084,0.07911970625009046,-0.11000975503974864,-0.008417417896162068,0.10883539809564496,-0.01647457004938825,0.02388608084727904,-0.06074256813065147,-0.08997307916431845,-0.042151841178354015,-0.06005645504958891,0.2772190082756521,-0.3971185339237595
chrincard,0.00886078118429081,-0.6953518798853406,0.3467208138014862,0.4622529963044905,-0.01534156681263153,0.9505568560579897,-0.22434484307126,0.0804563664140437,-0.12642583259905552,0.115720377609459,-0.22831892262537393,-0.24772954704083153,-0.33858387364384074,0.16093183762263744,-0.2587085081014419,-0.3586685910322237,-0.11134067225434814,0.16279099109331843
chronicpul_mhyn,-0.4651092267526459,-0.46510922675247435,2.1500325998299243,0.3868970122672559,0.1978727005108161,-0.4651092267526222,-0.2984969236821731,0.010371105353318118,-0.11642364987493999,0.11843481719558395,-0.20622943725561182,-0.1872058718841758,-0.298929645799224,0.18442205344802048,-0.24153492551629377,-0.2958198524714614,0.02040902347555643,-0.465109226752694
daily_bun_lborres,0.04905883039213058,-0.3499088712971735,0.10816522172296547,0.9994980621067064,-0.24650959188721,0.4141635917117975,-0.19313350160681936,0.254035207183404,0.1376188095196622,0.20804303005847194,-0.17610245650589818,-0.17493043276495276,-0.26710622422084573,0.13163258861967567,-0.1365376113635762,-0.147135973830042,-0.3405332340689453,0.3838971669430663
daily_creat_lborres,0.03378872643265697,-0.3031012504310615,-0.05381668812541589,1.2097576402753674,-0.2566293953643259,0.38479781713274835,0.03317860550760376,0.32550488384111737,0.4413819904349028,0.6257410369628105,-0.01903442990446612,-0.035463226525559964,-0.08026221609912433,0.06376482293585058,-0.017338487293391755,0.1391560507412921,-0.2798710578004697,0.06797640619348368
daily_crp_lborres,-0.16814604774270978,-0.0010546442302391272,-0.0486438245816149,0.1912251301414182,-0.06775873141677931,-0.01652644652487819,0.042882567133132515,0.06986875523732891,0.25265291583227695,-0.050413298430110005,0.0579599115559594,0.13303926878511443,0.06662773511967322,0.017435464114465015,0.025494733390215806,0.16347905793277887,0.0386615417975686,-0.0906214678762617
daily_lymp_lborres,2.6288854982835907,-0.03141767804243059,-0.12386599625554431,0.46006089105404424,-0.07761946609719803,-0.158335994889546,0.07147394937345125,10.00908632151816,-0.13049564297708174,-0.0761763950588565,0.021609098160934814,0.09264551497856227,-0.008935912704103953,-0.12766536024659755,0.09942256349097946,0.06048807056299259,-0.038267000354911075,-0.1302640995445927
daily_neutro_lborres,0.21151796749817053,-0.06219120626799398,0.08243673519148817,0.26182897862779353,-0.047223926653563,0.007500355855480244,-0.05704872676621328,0.39951525285204786,-0.28733479012719576,-0.14358305289844425,-0.035735207593621775,-0.01762318560385625,-0.0354810547722939,0.0652660333206812,-0.07252034951726695,-0.10134970913345878,-0.07734129129611439,0.060888977059373565
daily_plt_lborres,-0.22126251280868273,0.030163851168450502,0.04039140532841517,0.03133816477326399,0.04324932221118963,-0.051830910063956535,0.02793012402377305,0.17392792597220447,-0.16956614368717154,-0.29613396577939866,-0.0020579732190912983,-0.04077614720414176,-0.0265935095317678,-0.001377397521199845,-0.09291397096249192,-0.037384449220173414,-0.021256796041467012,-0.023015265233540024
dementia_mhyn,0.04216317504909461,-0.45362949431660765,0.08570886822610589,0.38124324586473574,-0.07633287288158294,-0.45362949431675975,-0.280560182194091,-0.0710282657279193,-0.4536294943167982,-0.1460840091353071,-0.1992537840267955,-0.27256194027359,-0.28472192851836475,0.004163830691198803,-0.2883607879942514,-0.2832732086557684,-0.4536294943168188,2.2044421990375493
diabetes,0.007035314341856383,-0.21582947463978272,-0.04848079454980062,0.548669046154073,-0.08340214432351276,0.11144176521386055,0.20941133147841573,0.09880279572824792,-0.5591999171346601,0.5466326519027569,0.027439987502636334,0.1380048131600235,0.03355566782346541,-0.013526279818503451,0.10976797187034028,0.1333223792284811,0.21001118215445938,-0.06800199536049509
hr_vsorres,0.04852561549799621,0.06870394291349223,-0.018428655765065402,-0.10481951507387825,0.025789937182733737,-0.22929548989846896,0.21993106360193873,0.1975830974414265,-0.14011142438965493,0.05920755984782403,0.16944119516359363,0.19554633001696187,0.2321288931171409,-0.08112129356794738,0.1542874485225043,0.20191101429727806,0.17426556446519847,-0.20696152557425737
immunosuppressed_yn,0.01597325405069299,-0.19247438861788638,0.1569814463575395,0.08923793729752495,0.12329017931755426,0.005123029146286483,-0.15114047636031436,0.30923550844777487,-0.09206489340647209,0.1752534756484891,-0.13175008845084737,-0.1137792986959727,-0.17280719464082925,0.4704269951389949,-0.11149601011783257,-0.07243821392627817,-0.06744233187677087,-0.047282377689531474
infect_cmtrt,0.01646660907652405,-0.10901007954727521,0.16506597027529288,0.104800510811271,0.10817867942851005,-0.04164593112432662,2.357071322557261e-05,0.10306032401310429,-0.0200951816744766,-0.07505714289042174,-0.036986715581259995,-0.016068298654719194,0.022741515955986346,0.05813234983522852,-0.059658090237326274,-0.054999157521522346,0.01772226653665839,-0.007099902293434386
malignantneo_mhyn,-0.3377725660436163,-0.3377725660436525,-0.33777256604360467,-0.33777256604363537,-0.33777256604364814,-0.33777256604356415,-0.1799754516466333,1.436337008922042,0.3218963463379763,-0.1605887672634418,-0.11924605690519986,-0.07714043444871267,-0.1723037753124542,2.9605719958639174,-0.047244806704576675,-0.09982435932303865,-0.33777256604365175,-0.3377725660436069
modliv,4.462040942687217,-0.14347775464088502,0.009301005132465002,-0.14347775464090723,-0.007035312530980734,-0.14347775464087456,-0.14347775464090937,0.23373736056601735,-0.1434777546408998,6.969721560689536,-0.14347775464090987,-0.007803653258575752,-0.04831789757962209,0.06726911694717128,0.09608595287022896,-0.031224367700096112,0.02465241099418399,-0.14347775464090087
obesity_mhyn,-0.36667874736703654,-0.3666787473669527,-0.36667874736709427,1.9402903338868878,-0.3666787473670843,-0.3666787473671036,0.05570376100481626,-0.038541908760101204,-0.16042130595696438,0.7455772899889462,0.0229008833474555,-0.01261283976936214,-0.056257848923781446,-0.0689861228758189,0.11423238545438119,0.1006388372770497,2.7271828737843173,-0.36667874736709377
