,0,1,2,3,4
admission_diabp_vsorres,-0.03482442508598268,0.04987269699383136,0.08864227155777187,-0.1785158452370372,0.021264995470873457
age,0.753232920431806,-0.13966543236661308,-0.6047051451216512,0.40570176982279377,-0.5827869288121701
asthma_mhyn,-0.12877194794146202,0.04994445423339841,0.004208075670870985,-0.042956181808329004,-0.03217769841468777
chrincard,0.2034108129139277,-0.11097848444156802,-0.25538151381431096,0.38306629764333616,-0.2892736250506188
chronicpul_mhyn,0.018112450184947216,0.0172955762092195,-0.2561759132155133,0.17582242680686272,-0.25069057040032083
daily_bun_lborres,0.09976017396820828,-0.34863157155584035,-0.1727065034659068,0.9810048780800691,-0.20100163012617017
daily_creat_lborres,-0.14494648124054307,-0.3106447034185494,0.0440295145021814,0.854286244227133,-0.044717229576048866
daily_crp_lborres,-0.18604547357141146,-0.07535038345185704,0.07682265244661393,0.24494405694605512,0.07488986681684415
daily_lymp_lborres,-0.14938035726967622,-0.1007690197512225,0.09553262094212644,0.27256289546620616,0.047640485404787734
daily_neutro_lborres,-0.05792249689560214,-0.12866233915272263,-0.0577337470015208,0.4168928771293874,-0.043915268401185835
daily_plt_lborres,-0.06629793404538491,-0.014483561051168325,-0.002127130999249197,0.08673691163268685,-0.05071453123773548
dementia_mhyn,2.2044421990371372,-0.4536294943169723,-0.2487468575401328,-0.0687495648468,-0.2843379589420997
diabetes,-0.07615246722380292,-0.11040689645267703,0.11942272760539403,0.2267474829498758,0.0766445784576073
hr_vsorres,-0.2381007647408679,0.010974729066340654,0.19690591057501564,-0.04954241969933682,0.19621659221384838
immunosuppressed_yn,0.00667508731511313,-0.01174646680586196,-0.1188897687632618,0.1350428939681827,-0.1387365580697096
infect_cmtrt,0.00849106906249067,-0.020070400648130874,-0.029029539810663647,0.07028983883015037,-0.011440036326008114
malignantneo_mhyn,-0.0168508216355852,-0.006345267768492052,-0.13433339630120172,0.14657607823783786,-0.10597089844247554
modliv,-0.017641608121641537,0.06602866917952929,-0.01613858615977472,-0.1434777546408693,0.002327209362945054
obesity_mhyn,-0.36066424188274926,0.029333672524265608,0.0536723703284559,0.11874942886222087,0.0025009336341574426
onset2admission,-0.2544738209406476,0.03488347444098034,0.15035119991505258,-0.05830425093425474,0.15977878626471284
renal_mhyn,0.06332105781610811,-0.44817125499806887,-0.09240176842986782,1.1884214643494884,-0.15245390239385237
rr_vsorres,-0.14663161835398753,-0.046950260485730214,0.17507061381009714,0.049664871888639155,0.2636707757084978
sex,-0.155368402124097,0.0034964286733370213,0.043646858794707054,0.048064862705148544,0.11021644291029811
sf94,0.1391115552196052,0.03309515673351008,-0.06621414324995868,-0.11087753833398192,-0.12343546117979746
sysbp_vsorres,0.09674210331966593,0.01464755974571112,-0.02375897944315982,-0.07440206415440907,-0.08193802526694866
temp_vsorres,-0.13580006159046137,0.05128891522570408,0.13651035353558647,-0.17244449041264662,0.2228745369437567
