,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
sex,0.05373987404003078,0.03369532823903648,0.07296629361382104,0.14736111302179788,0.40957816142546943,0.04220691916763788,0.006714462833276947,0.06811994466811457,-0.22577267333358217,0.02771204756542047,-0.12719671590868523,0.07237103580978609,0.022833171526491124,0.08133693228573893,0.05274588987796159,0.14441450967772987
temp_vsorres,-0.0752447278734757,-0.17043649694412658,-0.18826523482480975,0.2220027102270359,0.11716936956910191,0.12867719178982992,0.17435378299330456,0.13482232890527113,0.04955491950046744,0.21362632222881373,-0.14574421737249152,0.24295074570516537,0.09855206444462947,-0.13561125992813808,-0.0019105286591479505,-0.13845514535750145
hr_vsorres,0.0019237411833379415,0.012122866902486705,0.06275716549769403,0.1343318426597654,-0.26887551058326825,0.17787425105506535,0.2073557734558541,0.22022749836656227,0.05068713558863125,0.2007041510162582,-0.20927228671320422,0.21627821145301698,0.07660405814648116,-0.22231818577318413,0.431742888347693,0.020768084836693772
rr_vsorres,0.08073130026802217,0.11104888040348368,0.13605896950817262,0.19430689574716478,-0.17028209738093356,0.14279864300183093,0.17859726011524332,0.24547632666440536,-0.0038993304984051083,0.27091084800812404,-0.09698528112741248,0.3023041302903793,-0.03280124383405847,-0.13503877306572726,0.31916103733197493,-0.1589747180635923
sysbp_vsorres,-0.025490219959366445,-0.08918527315727552,-0.1268102809019477,-0.086960871589138,-0.06508629680719864,-0.06041120386025517,0.059055460721462054,-0.03134971931800766,0.03930995306467901,-0.21378357821473887,0.05133374135682517,-0.11086562922686764,0.0021487969429355913,0.02600109443472133,-0.08050407268849817,-0.16880728666106817
admission_diabp_vsorres,-0.11579492663006727,-0.16421908237152869,-0.13496645966309134,-0.033354474886717916,-0.17053968221847432,0.056664940169735604,0.16034957060870186,0.08087228204663843,0.03551678797469097,-0.16903919278522275,-0.060623986775591034,0.03147132751250732,0.09864554761161601,-0.10150667162083159,0.009128306545162003,-0.13354262246628001
chrincard,0.3532130587020402,0.4279815703137711,0.21263067338036015,-0.24837184545858865,0.054121511660983675,-0.22864231932830859,-0.36119683647114453,-0.22693701848903203,-0.018459778673412516,-0.1887916174763383,0.20643106336788242,-0.352665259512569,-0.6979109155312683,0.9836339912820403,-0.21324584671468486,0.10297493378033447
chronicpul_mhyn,2.1481922357701215,0.9114273007535192,-0.46550768750988764,-0.2397260837063242,-0.15801357888867265,-0.20427586047541493,-0.29194317309305956,-0.275163323065081,0.20873981882792228,-0.0029059311771036807,0.00043580721584107475,-0.3157867426411115,-0.46550768750985083,-0.4655076875098581,0.001452225502312556,0.147602286110344
asthma_mhyn,-0.39684364971783326,1.5652611357470305,-0.39684364971787417,-0.0334422124222909,-0.05369920949653982,-0.024887014574912436,-0.057076760932184556,0.08410950871697434,2.519884092163238,-0.03547915072372723,-0.39684364971784303,-0.029269122508607314,-0.3968436497178424,-0.3968436497178482,-0.2190237349355477,0.025710559150156218
renal_mhyn,0.12040130519044599,0.8964881696895948,0.6266782104691695,-0.15690214375435224,0.4577458157636254,-0.12147040230418901,-0.049207636097888786,-0.0806706201094177,-0.11259182293809726,-0.04863222591605753,0.12384108948516148,-0.18270571089697815,-0.4651690021364392,0.5887029153905736,0.2160275939911629,0.12391491596000632
modliv,-0.14233669105207092,-0.14233669105209237,-0.14233669105208546,-0.1423366910520751,-0.14233669105207494,-0.14233669105207486,-0.14233669105207508,-0.1423366910520749,-0.1423366910520747,0.04796239065562002,-0.14233669105207464,-0.048484879887996365,-0.14233669105207422,-0.14233669105207641,3.9725655937149416,7.025595386604427
malignantneo_mhyn,0.13491248270603845,0.10993795816915113,0.060226632512583665,-0.0529640443887466,0.24412458784776903,-0.13466002824629836,-0.0983455618852113,-0.1953753673401634,-0.07090098222359882,-0.01681601176754758,-0.0036920123644237856,-0.14893278404672142,-0.02068804352066547,0.10595771629011198,-0.08507887846124583,0.1729501737442717
obesity_mhyn,0.0077725735703252094,0.5531721305881552,0.6305274921877011,0.07683282402231145,-0.3685670171779317,0.014190221421063139,0.09227854926446163,0.04699497331741376,0.17772959826625234,0.06779089940855053,-0.3685670171779307,-0.055849795041588005,-0.010637551464995907,-0.0045260385675604305,-0.13630188779477934,0.08201773118563908
dementia_mhyn,-0.4513589794905496,0.46309017945112113,0.8106136407029263,-0.28300699146992264,-0.4513589794905625,-0.19159263820478728,-0.25065161039258405,-0.2909725064634654,-0.12283369979458807,-0.12094777976242252,2.2155314183151313,-0.2767671367536919,-0.4513589794905605,-0.45135897949056725,-0.3708848821114309,-0.11128815631922469
infect_cmtrt,0.1759017388247808,0.11628931695856597,0.038085470869832445,-0.021513991393814925,-0.07787592847110801,-0.02595594665254747,-0.061084498718945064,-0.0021586666308797556,0.10989417450438367,-0.18559523924484395,0.020115351223547608,0.011535464995339098,-0.09674761121056835,-0.024552509540486902,0.11471804072595793,0.023642319420220843
daily_lymp_lborres,-0.1286554547981459,1.2703837815673402,1.943700472053033,0.028709572744762293,-0.12897104280169064,0.030849719154036587,0.05598023616455672,0.06491364934649237,-0.07298426807406501,0.16746790816140075,-0.13898049416856914,0.0469661932416937,-0.04994321831664803,-0.16500110145378455,5.015666952527202,-0.06667280186374513
daily_neutro_lborres,0.0695679321561329,0.7328045704066204,0.7708616345126074,-0.09263781928243492,-0.3359602565414047,-0.03925491077890177,-0.09221316643040063,-0.06829118637235694,-0.054757132307693114,-0.09114339366036324,0.02477936566104158,0.03636241966231978,-0.06451617406975765,-0.030284726679335773,0.24491775525702705,-0.0205110531869349
daily_plt_lborres,0.04463357025560318,0.14696526764092155,0.17887589999500245,-0.11946436386316375,-0.05676549882527332,0.016876866398903536,-0.030795216585367935,0.032151758571503625,0.04899296994641788,-0.020739237141316074,-0.04465631882569667,0.02924403725364595,0.0243008495299292,-0.06643160931821195,0.039675747526879135,-0.3654452438206348
daily_bun_lborres,0.07145943994424364,1.5708572963754246,1.504400411643359,-0.16625420295707746,0.23056273541329275,-0.19159471007690976,-0.13650806871627078,-0.20051719264565895,-0.27333945844843177,-0.054309133085413124,0.3117763728718971,-0.23650590568128196,-0.3492494148752467,0.30484249795061086,0.22257481609758517,0.019867088613629732
daily_creat_lborres,-0.024962802541991565,1.849848789658822,2.0541513277870203,-0.040332012503730794,0.43741484455573904,-0.02768491690890467,0.14324380235181092,0.04076695467557594,-0.25946351678436713,-0.035372078856453146,-0.026706501876312846,-0.05479113307298665,-0.3025692951463955,0.19841655468673208,0.7660941037060386,0.094860313122782
daily_crp_lborres,-0.022507059091345007,0.3804470350668809,0.39420600697123775,0.1006278105335932,0.11899540053985991,0.06643077793997249,0.18450407889302556,0.033462130817246895,-0.04366223136753546,0.09042776436640142,-0.09696205639407685,0.053774384351205365,0.007658435307732763,-0.04857141634862992,0.055569166939397396,-0.22066149983090283
onset2admission,-0.00571456892859747,-0.03959036041761477,-0.05899699089041891,0.12449660330412587,0.19410907116922071,0.12371571287146897,0.15852778152314786,0.19525791374562768,0.05174032717622338,0.09574493209310425,-0.2504139669963211,0.2057854841971339,0.07476220077324774,-0.0991676804395057,0.09077208834925567,-0.14089629717672544
age,0.3317418166538824,0.27771294023875887,0.2505378981434953,-0.5096234765412976,-0.2280105022780082,-0.5274222456311046,-0.6008621782150618,-0.6814613445232016,-0.09075046721123574,-0.47499280723468784,0.7612654122923788,-0.6413487909459252,-0.3590587480067553,0.4555249624658634,-0.8712113353816925,-0.18764439256707838
immunosuppressed_yn,0.22954688517385155,0.21297776202023289,0.06213957226460088,-0.1444064202859952,-0.009398164087348535,-0.139724157852654,-0.0676826358164194,-0.14461993203464504,0.15924855103068375,-0.08382370015417069,-0.0019195907200816537,-0.18878744885467297,-0.13037241124688848,0.05717688923243383,0.11365123701231113,0.2059836535520311
sfr,-0.07660243879380127,-0.15720897853101254,-0.17951584138193966,-0.11566350551228151,-0.047597237290891437,-0.06763682666335566,-0.0895019748786559,-0.06271396856669913,0.003943228322974989,-0.1512295811291196,0.07535490295895933,-0.22439870916580573,0.013477856002506693,0.0686115563385244,0.07167042269669388,0.17478046558023083
diabetes,0.017981828128451335,0.3572516301387959,0.21246965911593627,0.06694723390761904,-0.42222487297839634,0.02239157373385261,0.1497924152677647,0.20897132014668474,-0.03648665570096314,0.12472948673611116,-0.06884850477108986,0.050133902225714,-0.17492718063460205,0.15311079318409188,0.26988011990779487,0.18031946662596052
Aboriginal/First Nations,-0.014595452799587598,-0.014595452799589802,-0.014595452799589091,-0.014595452799587995,68.5144896654543,-0.014595452799588016,-0.014595452799588047,-0.014595452799588043,-0.014595452799587988,-0.014595452799588009,-0.014595452799587976,-0.01459545279958799,-0.014595452799587936,-0.014595452799588167,-0.014595452799588085,-0.014595452799588004
Arab,-0.06636439630692274,-0.06636439630693275,-0.06636439630692945,8.532259973151804,-0.06636439630692459,-0.0663643963069246,-0.06636439630692467,-0.06636439630692466,-0.06636439630692438,-0.06636439630692452,-0.06636439630692437,-0.06636439630692453,-0.06636439630692423,-0.06636439630692524,-0.06636439630692492,0.01446963006233283
Black,-0.20162182540017043,-0.20162182540020077,-0.20162182540019108,-0.2016218254001765,-0.2016218254001761,-0.2016218254001759,4.9597805099483265,-0.20162182540017615,-0.20162182540017584,-0.20162182540017648,-0.2016218254001755,-0.20162182540017656,-0.20162182540017523,-0.20162182540017792,2.207756753680304,-0.20162182540017579
East Asian,-0.08782862452601817,-0.08782862452603139,-0.08782862452602715,-0.08782862452602062,-0.08782862452602067,-0.0878286245260207,-0.08782862452602061,-0.08782862452602065,-0.08782862452602039,-0.08782862452602053,-0.0878286245260203,11.38580964231919,-0.08782862452602024,-0.08782862452602141,-0.08782862452602098,-0.08782862452602053
Latin American,-0.03765249108041431,-0.03765249108042,-0.037652491080418134,-0.03765249108041529,-0.037652491080415386,-0.03765249108041539,-0.03765249108041544,-0.037652491080415414,-0.03765249108041534,26.558667735005205,-0.037652491080415275,-0.0376524910804153,-0.037652491080415205,-0.03765249108041575,-0.03765249108041556,-0.037652491080415275
Other,-0.2650680392793024,-0.26506803927934286,-0.2650680392793296,-0.2650680392793105,-0.2650680392793102,3.7726162788953546,-0.26506803927930983,-0.2650680392793098,-0.26506803927930944,-0.26506803927931,-0.2650680392793094,-0.26506803927931066,-0.2650680392793091,-0.26506803927931283,0.5045342138900634,0.009892993918422193
South Asian,-0.23984882467092328,-0.23984882467095936,-0.23984882467094762,-0.23984882467092972,-0.2398488246709301,-0.23984882467093016,-0.23984882467093063,4.169292892604275,-0.23984882467092938,-0.23984882467092994,-0.23984882467092952,-0.23984882467092966,-0.23984882467092894,-0.23984882467093271,0.6373742161692482,-0.0665652688577208
