,0,1,2,3,4,5,6,7,8,9
admission_diabp_vsorres,-0.03657366607919876,0.10392198371609575,-0.10963662264556587,-0.17100453224085416,0.02243563886455621,-0.05947149349318777,0.0775312099044025,-0.1452276105890269,0.02576749150486892,0.09588118099004887
age,0.7625784550487558,-0.44071501697660165,0.37452323311874386,0.28735702013463044,-0.5911533005930498,0.3989315969494699,-0.6941650622961303,-0.19654063548056092,-0.11111638421826801,-0.556995057248256
asthma_mhyn,-0.17507103691054138,0.04890776880978484,0.13284699077158327,-0.10264799147862057,-0.031086836624369858,-0.04988058185816631,0.07863775308874654,-0.10969869460758826,-0.008417417896162068,-0.033494909252778836
chrincard,0.1633125843513958,-0.695351879885368,0.36392591042289085,0.4367303146472907,-0.29116500565234515,0.8268572327621623,-0.22070426204172758,-0.0042269280763534214,-0.12642583259905552,-0.27451993361748483
chronicpul_mhyn,-0.4651092267526824,-0.46510922675241334,2.150032599830471,-0.46510922675269184,-0.2533332541690444,-0.4651092267525365,-0.29391889431901114,0.5477978187547811,-0.11642364987493999,-0.23733880959869674
daily_bun_lborres,0.24840164739474188,-0.35621316716251383,0.1220287276397149,1.4307806277300978,-0.2057065942738264,-0.12839751053770737,-0.19191569093462715,0.602759143776644,0.1376188095196622,-0.16573624899671136
daily_creat_lborres,-0.0578209223566473,-0.3011944970667402,0.018367306622789865,1.460343027266864,-0.049837357822483275,-0.15799438585134012,0.04080716074409097,1.2646276262890668,0.4413819904349028,0.039026063512020724
daily_crp_lborres,-0.12419519815254859,0.004025930039509936,-0.027097967899716312,0.5047266152174747,0.07210894830080156,-0.20537175649970166,0.042488555685456474,0.019174840516793305,0.25265291583227695,0.09478764918009186
daily_lymp_lborres,-0.13509689347408715,-0.03819692103813103,-0.08757029644443584,0.622805263702828,-0.0005570850906510395,-0.17743707117990556,0.09364237116759117,8.11511413539221,-0.13049564297708174,0.036624043290248924
daily_neutro_lborres,0.011294570788310327,-0.06896404234103792,0.08464228835321898,0.6266147391745271,-0.043602146290132336,-0.1923318794937506,-0.05710389746027034,0.22458357025818662,-0.28733479012719576,-0.06112927190446049
daily_plt_lborres,-0.041093141733026424,0.021724157051209725,0.04295907562906949,0.15765323867071257,-0.04831036008806009,-0.11446865647564412,0.022738298178525598,0.04935089005807639,-0.16956614368717154,-0.01783360127976253
dementia_mhyn,2.2044421990373135,-0.4536294943167624,0.03530048139510426,0.011468094256439281,-0.2837972761678506,-0.45362949431667166,-0.2814541019571701,0.014340874231497035,-0.4536294943167982,-0.2310120203572759
diabetes,-0.06892377090637393,-0.16879559698807747,0.033303818371382694,0.27645014250232486,0.07911635658592872,0.06272607636234226,0.21290197139626058,0.23431077732658542,-0.5591999171346601,0.06987693782868254
hr_vsorres,-0.22110975124483426,0.10071244507701659,-0.0144877048332828,0.07407100203458515,0.2013960490772808,-0.252108960837889,0.22496099090819627,0.13606147084307676,-0.14011142438965493,0.18043179955889052
immunosuppressed_yn,-0.011029157500073985,-0.1532610628053623,0.23047727408292817,0.07228917735009562,-0.13943004491463137,0.14545362768026698,-0.14721497466076633,0.23145635789519403,-0.09206489340647209,-0.10606655680733902
infect_cmtrt,-0.00535839304821254,-0.07402856712151866,0.17559101560709214,0.05711276649850981,-0.011311430897353328,-0.03368874402249899,-0.002505564931732646,0.12907909282034005,-0.0200951816744766,-0.04334317438491892
malignantneo_mhyn,-0.027198781817160116,-0.33777256604371786,0.11788809644660608,0.2114141629022686,-0.1123285098062259,0.5338947440569307,-0.17923460358067048,0.10355522745110862,0.3218963463379763,-0.11078971447147687
modliv,-0.04768237805736577,-0.00953782061029411,0.037426507623737386,-0.14347775464091025,0.00449370214160548,0.07212119715943233,-0.027882160365672978,2.2108910328276123,-0.1434777546408998,-0.015151219800410712
obesity_mhyn,-0.36667874736709904,0.040466612777718236,0.018181949109612454,0.3420161759529858,0.0033893960247381562,-0.051071257758925,0.05253985636870317,0.24337847370501628,-0.16042130595696438,0.054337786263931646
onset2admission,-0.24753482579907252,0.09512776662770857,-0.03640845778374088,0.009789646932348838,0.15966702252934614,-0.12747441808141138,0.17841296385025518,-0.007699033415209878,0.2063972945094355,0.13602303857123912
renal_mhyn,0.10289245414373671,-0.46469073689696305,0.14207673861178063,0.889253693152465,-0.15753455718184606,0.3024863605437801,-0.08437971597522427,0.5856585419453385,0.23308515828714366,-0.0998589852483291
rr_vsorres,-0.1294782719231974,-0.0067483733544730935,0.05327554681897969,0.2451466331184172,0.26770831946837503,-0.254417430270137,0.2184639715234404,0.20240086501536222,-0.11392822115069341,0.1505265758948679
sex,-0.15566430440758505,-0.017303195830257308,0.0018557159172336852,0.13846274107883685,0.10469728324060397,0.015857919994208002,0.07246826960557842,0.1751432386028705,0.3473200975972321,0.029055015496145226
sf94,0.11235350311884597,0.000861475742251058,-0.07270455421801335,-0.29273787002265667,-0.12696794814064874,0.19916100435128994,-0.06294033183204559,0.05906589497878475,0.02746102818580502,-0.06832354693923308
sysbp_vsorres,0.08407972723038501,0.004035855469046295,-0.024440411308100957,-0.11487346241274533,-0.08252242517161774,0.04303775019738533,-0.04106240601675702,-0.18604471917947987,-0.034673347341254115,-0.012343757966916847
temp_vsorres,-0.15092912701243627,0.12082481083794609,-0.07793113264810891,-0.13637390786467551,0.22799068476248416,-0.12404358706274385,0.13313024615640665,-0.055031415533025915,0.18220381270073643,0.13824627586577348
