,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
sex,0.020201575822686176,0.15622854037589823,-0.06466196888770208,0.06202898462385644,0.40957816142546943,0.04240493472486427,0.006145019688149333,-0.04826133977271597,-0.21804008854888926,0.02771204756542047,-0.1517996302827475,0.07237103580978609,0.04001051546314797,0.059328897146416724,-0.0396099270529004,0.14661678785457588,0.0929981604525675,-0.04405780947044919,0.09365376081331181,0.1928076955356837
temp_vsorres,-0.08901339168898363,-0.23642462465139977,-0.17320321701995806,0.21772720392587805,0.11716936956910191,0.12870070310536857,0.17443872015175324,0.16924393007657232,0.03448531759261021,0.21362632222881373,-0.14444927242222746,0.24295074570516537,0.1044513510784716,-0.060283636210065786,0.021697242030092094,-0.1382032929673053,-0.1062854369900356,-0.07651295953666971,-0.05149761463385338,0.1842669811763994
hr_vsorres,-0.026646205509296028,-0.035613298437332234,-0.25138428230995796,0.2962235174321167,-0.26887551058326825,0.17861626900406471,0.2077345876319523,0.14103654939386553,0.03715232521204494,0.2007041510162582,-0.19078254318256613,0.21627821145301698,0.09197748125827544,-0.11277197671536963,0.13246008617658592,0.0321737299943522,-0.08500337361212155,-0.16374218103599608,0.024449778931378605,0.11858642862218252
rr_vsorres,0.07727960893813068,0.020876046959401387,-0.14453031716144005,0.2764907306471521,-0.17028209738093356,0.1430316710555923,0.1782796674002713,0.13437245006938686,-0.008429410565801262,0.27091084800812404,-0.08936455519133318,0.3023041302903793,-0.009117271102760595,-0.10502250385853726,0.20747703478405716,-0.14607200411151283,-0.14517595148608994,-0.06475023569909366,0.1561900678962825,0.2150886126345297
sysbp_vsorres,-0.023658925372969358,-0.11523519732850765,0.0745198878418137,-0.080227827937646,-0.06508629680719864,-0.06080031469706496,0.059844053092770105,0.04029860620215576,0.035451555303182634,-0.21378357821473887,0.0567178892502955,-0.11086562922686764,-0.029473007380481354,0.031092082386072355,-0.048671882571676574,-0.15524290152165215,-0.039414482123982596,0.020101981415380187,0.08323274513447142,-0.12243824553602395
admission_diabp_vsorres,-0.10829949345311894,-0.19350548260774741,-0.1279407588293118,0.1259424365551928,-0.17053968221847432,0.05626549687352577,0.16095827556194914,0.09960719258409675,0.027854412125690755,-0.16903919278522275,-0.031214525136838405,0.03147132751250732,0.12065294578476056,-0.019766907676621228,0.030467068149958067,-0.12425877934433702,-0.1008431076319494,-0.1737844037295759,-0.053581435322377274,-0.08972370242022726
chrincard,0.35952334534597113,0.20955293124851382,0.43435742712129205,-0.39849632517019135,0.054121511660983675,-0.2287525327131293,-0.3622674137999197,-0.09091894436038411,-0.009988101692527044,-0.1887916174763383,0.06781936485682818,-0.352665259512569,-0.6979109155312718,0.4391453494625139,-0.08288009154675488,0.09227063961953817,0.15609016380185234,0.615751736349969,0.19998298951097582,-0.18044098348707746
chronicpul_mhyn,2.14819223577018,0.1131928338083273,-0.4655076875098538,-0.46550768750985344,-0.15801357888867265,-0.20433706118750694,-0.292558516267994,0.01197593208570481,0.2033447921797257,-0.0029059311771036807,-0.4655076875098532,-0.3157867426411115,-0.4655076875098533,-0.46550768750985483,0.07809018226448898,0.1486771540648261,0.17073817166381514,0.3693283406014856,0.20612845877866465,-0.19666998111533568
asthma_mhyn,-0.396843649717844,0.07776589386537487,-0.3968436497178454,0.05881111180414036,-0.05369920949653982,-0.024974777433056494,-0.056856160920303586,0.25627113591119843,2.5198840921632275,-0.03547915072372723,-0.396843649717844,-0.029269122508607314,-0.3968436497178445,-0.3968436497178456,-0.08660493543252419,0.019031167757329652,-0.09147509027309453,0.3882512038640972,0.11412744865790256,0.003164726311562073
renal_mhyn,0.10606047538676279,0.4454612242693372,2.1497563152470867,-0.46516900213644247,0.4577458157636254,-0.12155101165374078,-0.04990519574658826,-0.46516900213643897,-0.10428960334661963,-0.04863222591605753,-0.4651690021364411,-0.18270571089697815,-0.4651690021364413,-0.4651690021364435,0.4360009113596915,0.1269551967913946,0.09728719998099244,2.149756315247088,0.8917367292999842,-0.12149310328032153
modliv,-0.14233669105207486,-0.14233669105207933,-0.1423366910520752,-0.1423366910520751,-0.14233669105207494,-0.14233669105207492,-0.14233669105207508,-0.14233669105207394,-0.14233669105207394,0.04796239065562002,-0.14233669105207505,-0.048484879887996365,-0.14233669105207494,-0.1423366910520754,1.0285641004973727,7.025595386604442,-0.1423366910520749,-0.14233669105207536,-0.14233669105207525,0.021501756437216718
malignantneo_mhyn,-0.33784161787323247,1.2254238299762088,-0.3378416178732335,-0.33784161787323314,0.24412458784776903,-0.13470784775263986,-0.09910865799396418,-0.33784161787323086,-0.3378416178732304,-0.01681601176754758,-0.3378416178732324,-0.14893278404672142,-0.33784161787323275,-0.3378416178732339,0.32377251430015874,0.16788352106712115,2.9599668812124453,-0.3378416178732338,0.16514635291961058,-0.05517231795160356
obesity_mhyn,-0.36856701717793156,0.15823178344127767,-0.3685670171779326,0.05634803246480048,-0.3685670171779317,0.014100138491787392,0.09257565978350098,2.713210768714084,-0.36856701717792917,0.06779089940855053,-0.36856701717793205,-0.055849795041588005,-0.3685670171779313,-0.3685670171779333,-0.01887005555164272,0.06883614237746265,-0.07978708349308071,2.1999769021508673,0.029803744743300876,0.08049203162347869
dementia_mhyn,0.08844991401498398,0.12699893753673808,0.33160743172439333,-0.4513589794905629,-0.4513589794905625,-0.19165377490525806,-0.25139202498846425,-0.24914016402545042,-0.06568222732308525,-0.12094777976242252,2.2155314183151367,-0.2767671367536919,-0.45135897949056253,-0.45135897949056425,-0.12990059942078994,-0.12123022697953252,0.010087219963962118,0.00451076779705267,0.11456979350611204,-0.2532471213678537
infect_cmtrt,0.16324461582827343,0.09437839330805921,-0.0030975117461574586,-0.01437606588154068,-0.07787592847110801,-0.026070667024906145,-0.060898616103377344,0.008302424409209667,0.09838616722707731,-0.18559523924484395,-0.0037909348266317302,0.011535464995339098,-0.1347506196909905,-0.05151161568835751,0.1656651042730249,0.01931434533895673,0.06590322340897307,0.10721407655671508,0.015820578113159997,0.00824089739371828
