,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
sex,0.05728206680368311,0.0546841484151398,0.13619101766430486,0.1434572925291982,0.40957816142546943,0.04806974959452867,0.008743822298498535,0.07140227028615843,-0.21765569932229134,0.02771204756542047,-0.127368203792959,0.07237103580978609,0.02425478168299377,0.052844919507604185,0.10485057081722571
temp_vsorres,-0.07870654275797216,-0.15255196769670365,-0.14077776101388798,0.21682685601190077,0.11716936956910191,0.1325498250125247,0.17128539123145156,0.13154446986785995,0.037348906135741614,0.21362632222881373,-0.1465870897087416,0.24295074570516537,0.09403602416359864,-0.1409915592895105,-0.0304027267471735
hr_vsorres,0.004792229832773287,-0.028267508883979064,0.06750266349564592,0.14010059203175718,-0.26887551058326825,0.17322306699026296,0.2085174350506072,0.21908537444722836,0.05170558944946434,0.2007041510162582,-0.21001039234102545,0.21627821145301698,0.07338976760100215,-0.316510124707987,0.5816146448905888
rr_vsorres,0.07766844773298615,-0.03495097303061604,0.17708704876349304,0.19556659312768923,-0.17028209738093356,0.13504619773226237,0.17670116741475453,0.23929735360377377,0.0066699137992173065,0.27091084800812404,-0.0979053811128175,0.3023041302903793,-0.04158598163130627,-0.24769147484616982,0.65003036006159
sysbp_vsorres,-0.033062738436587406,-0.041201313944290864,-0.118742073095125,-0.09259124991803408,-0.06508629680719864,-0.05986797592198442,0.06138575099675561,-0.029469405255552108,0.031856468454245765,-0.21378357821473887,0.05147518477693572,-0.11086562922686764,-0.0015850008958872522,0.06813859137889072,-0.32144024658253034
admission_diabp_vsorres,-0.11935086481374499,-0.12551618030815043,-0.17285942422138267,-0.03552617681569282,-0.17053968221847432,0.05638448824407871,0.16119733164749203,0.08265903754804771,0.024886113681249305,-0.16903919278522275,-0.06078672775537814,0.03147132751250732,0.09508993678019965,-0.07000403585757506,-0.1396707523880481
chrincard,0.3538691995361649,0.3934126863841601,0.41783712924199157,-0.24511941060569234,0.054121511660983675,-0.22659394567823413,-0.3610070537744906,-0.22681556934770933,0.00018073677812620456,-0.1887916174763383,0.20553087478341645,-0.352665259512569,-0.6979109155312718,1.1362449469318316,-0.22271621537029512
chronicpul_mhyn,2.1481922357701264,0.7899521006120168,-0.46550768750985283,-0.24161992063254148,-0.15801357888867265,-0.20061576416740687,-0.28786484779611,-0.27269685944119615,0.21596154391016045,-0.0029059311771036807,0.0017194247021735363,-0.3157867426411115,-0.46550768750985333,-0.4655076875098539,-0.13944519143926173
asthma_mhyn,-0.39684364971783415,0.9389137183910048,-0.39684364971784425,-0.03168708873182696,-0.05369920949653982,-0.02268911227602954,-0.05761017617977777,0.08563121541648928,2.5198840921632497,-0.03547915072372723,-0.39684364971784425,-0.029269122508607314,-0.39684364971784414,-0.39684364971784514,-0.2638831723726373
renal_mhyn,0.12454504084531638,0.6358323756614621,0.9069961277220411,-0.16771859717674414,0.4577458157636254,-0.11655289304772755,-0.04984569189881394,-0.07969128394640429,-0.06127198829955453,-0.04863222591605753,0.1227912808997872,-0.18270571089697815,-0.46516900213644174,0.4062355075695946,0.38611463421362
modliv,0.04045020963950532,2.8445817597481025,-0.1423366910520748,-0.03603951087313148,-0.14233669105207494,-0.0003666507506497224,-0.046720438695315177,-0.04611806734387696,-0.1423366910520754,0.04796239065562002,-0.14233669105207486,-0.048484879887996365,-0.003637452463219051,0.04038856676387985,1.6122959574875153
