,0,1,2,3,4,5,6,7,8,9,10,11
admission_diabp_vsorres,-0.11237803636360892,-0.10088981948961495,-0.013186853274306876,-0.05823433579991301,0.09651975872887772,0.10071259826007453,0.09778651421751144,-0.06945969304230852,0.12716997064835067,-0.05761173230159344,-0.2649970640751306,0.01710692266260947
age,0.37729549760426806,0.5320940339826092,-0.2466551796834736,0.5107525947064471,-0.26398535443027316,-0.42681521069101463,-0.5142034302314699,0.3884002856960319,-0.5133569357076772,0.27213775218363245,-3.681079043973283,-0.1783763312889032
asthma_mhyn,-0.39711853392379826,-0.397118533923753,-0.39711853392376273,-0.39711853392376417,-0.3971185339238209,-0.3971185339237598,2.5181398362835385,2.518139836283488,2.5181398362836105,2.518139836283545,-0.3971185339237975,-0.39711853392377033
chrincard,0.35760042317995405,1.438120797437876,-0.6953518798851165,1.4381207974376182,-0.695351879885277,-0.6953518798852408,-0.6953518798850514,1.4381207974374846,-0.695351879885048,0.34222537890392873,0.8144903225278283,-0.695351879885247
chronicpul_mhyn,2.1500325998303618,-0.4651092267526371,-0.4651092267526931,-0.46510922675269273,-0.4651092267525691,-0.46510922675262306,-0.46510922675267785,-0.4651092267526734,-0.4651092267526843,2.1500325998301633,0.782112259771464,-0.46510922675261374
daily_bun_lborres,0.14880626617973527,0.19708381048180468,-0.10255303217689118,0.44736580989212293,-0.1351602883765776,-0.0018126773783741987,-0.21808438227369462,0.18177643260435128,-0.3525705851145589,0.011272512188839711,-0.6112676644260443,-0.2703474473189249
daily_creat_lborres,0.0462108357984865,0.15455053966686125,-0.13188173680316873,0.2767142103935057,-0.011487887560574865,0.0348557046544362,-0.1578026298103195,0.11296622192168312,-0.2096097863389836,-0.024822229347151635,-0.025492303641201846,-0.21299810446392584
daily_crp_lborres,-0.024229923161621036,-0.26102145962334367,0.24455931485410465,0.2827986600276067,-0.17846117964792524,0.4667324111797348,0.37411107279352057,-0.056100866267644274,-0.25992140095094446,-0.010832257511563538,-0.18111312202207658,-0.30668619050201273
daily_lymp_lborres,-0.04069813354106654,-0.0407915596103098,0.07244708023494267,-0.09099992973991254,0.025037025902669076,-0.013583073239061499,-0.025934213694234327,-0.002915630095293949,0.06959340405142948,-0.04081189871681458,1.2533835493468377,0.06278000751249128
daily_neutro_lborres,0.07810317388583723,-0.106734920999319,0.10661652857689771,0.14673530341743576,-0.14104729689905973,0.17250204097591804,0.14740398563873122,0.010332432885871238,-0.16381404741395503,0.08332522020414507,0.14360116382346874,-0.15753319562753879
daily_plt_lborres,0.03019568899004521,-0.07673317055715513,0.09848788013530366,-0.08400917803007601,-0.07711217538225434,8.75246740740053e-05,0.09493229701088214,-0.0283305789695482,0.04811355999415801,0.06572473977139791,0.24008367768718503,0.06543559960815891
dementia_mhyn,0.0359849603432223,0.20011104181571449,0.01472985045585096,0.18952892434303018,-0.07902087647328573,-0.166510109383036,-0.2809065477058356,0.017825254065676706,-0.1926772504486767,-0.03180946097507395,-0.4536294943167976,0.03444149809440087
diabetes,0.03647215789332594,0.16811622296308087,-0.09378225289764545,0.17473351418651853,-0.04473864777851535,-0.048481586272172576,-0.04677572013262016,0.21931409715027173,-0.09359174054849834,0.13951527042055567,-0.37862536807456865,-0.1811954036875784
hr_vsorres,-0.013541723868010249,-0.41505144421420287,0.3215370188754154,0.03004765406722669,-0.12420926937805184,0.35827230826832607,0.3390188457999698,-0.09630485896687875,0.03863927878301227,0.019115474127254336,2.2058900450803898,-0.12425811511411711
immunosuppressed_yn,0.20263244261000793,0.02999665658483001,-0.047762721673008685,0.01431649472729481,-0.12525085925961055,-0.19659977189415315,0.08304197936984045,0.14394688618758641,0.02780468959375275,0.3396928232013763,-0.2723632359686247,-0.028259797541038547
infect_cmtrt,0.15416596053340037,-0.05526854999189571,-0.0005333336318726593,0.041849105412428325,-0.1112827480641821,-0.03225926823109345,0.18308744249491393,0.08343508176727586,-0.0023810335961262233,0.2363151422399847,0.24516283057569765,-0.10006153084907277
