,0,1,2,3,4,5,6
admission_diabp_vsorres,-0.11271157201291997,-0.08403189553014491,0.00398791628579884,0.09845407847917488,-0.17225705944483816,0.1375702800745132,0.036308781419279776
age,0.3753537673898675,0.5226501493642998,-0.20265493756520872,-0.3391050923929273,-3.7395959272403823,-0.5164131860291504,-0.14371452778726954
asthma_mhyn,-0.3971185339237985,-0.3971185339239203,-0.39711853392393226,-0.3971185339239049,-0.3971185339237973,-0.3971185339237963,2.518139836283744
chrincard,0.35742266739736367,1.4381207974374919,-0.695351879885343,-0.6953518798853766,0.856264612713166,-0.69535187988508,-0.019186438327671904
chronicpul_mhyn,2.1500325998303627,-0.4651092267524814,-0.4651092267524709,-0.46510922675242067,0.7235916035122688,-0.46510922675265004,0.16841266888046783
daily_bun_lborres,0.14835447296910612,0.29666786375267706,-0.20627947470520283,-0.07364185541738728,-0.5618785015768135,0.052981125103506846,-0.12624357757665594
daily_creat_lborres,0.046075601551129594,0.20322863047975853,-0.1822977651248645,0.009892211785979647,0.007332017431297461,-0.02536858174366018,-0.08836892592516006
daily_crp_lborres,-0.023905335268665534,-0.04407547656868164,-0.09759062852716541,0.11919168691573329,-0.22470954052500935,0.9149168067366199,-0.009131764334375955
daily_lymp_lborres,-0.04067297388135562,-0.06061227067876786,0.0642509069690422,0.007220073936729079,1.4161502369232686,0.33722684691372806,0.005830357603754852
daily_neutro_lborres,0.07838714506560918,-0.005244151874939345,-0.05909514475189358,0.0036051927636184806,0.011591634376940715,0.6303855192326878,0.004292483046874658
daily_plt_lborres,0.03049941085800905,-0.07924049973948931,0.07659678872603248,-0.041496954855740134,0.10083240550917469,0.2972311553253809,0.04822488536984158
dementia_mhyn,0.03573032857344158,0.1957319261373598,0.027202692994283233,-0.11938305821108453,-0.4536294943167978,-0.0366770718298465,-0.1326464966736416
diabetes,0.03616236917440699,0.17044524786942403,-0.14720436932737485,-0.04646541070337995,-0.30311237483125797,-0.0835689153620015,0.03624935004095511
hr_vsorres,-0.012774604177316616,-0.23662561778853344,0.04264908213937445,0.09837822481322385,2.2429595623160803,1.1159355517396665,0.07803923533058917
immunosuppressed_yn,0.20243854820879792,0.02359762851135145,-0.03460138058555839,-0.15816688426946518,-0.26252878091978016,-0.19317337570603196,0.1395421157201981
infect_cmtrt,0.15445962711496497,-0.01661323699003506,-0.06114468825001081,-0.07482614708029098,0.24860773982569995,-0.013655678109112916,0.11636922856412092
malignantneo_mhyn,0.11679689338547668,0.05914155146797611,-0.0558163997951062,-0.022097083693520283,-0.15786286266682328,-0.122194490101924,-0.07628327952061613
modliv,0.038406079806737214,-0.0006729691466198387,-0.033323837057085935,0.007321069690085501,0.24451493528621415,-0.14347775464089935,-0.00020628861888439702
obesity_mhyn,-0.01242797146857139,-0.03608614482183957,-0.019718373833892456,-0.04825702879325417,-0.19792265894061445,0.4421739640450234,0.19672105120546293
onset2admission,-0.03141513675115668,-0.11087019757739512,-0.019878508427927887,0.07737094689235072,-0.5741171804414393,0.23849245262794352,0.07499922333436003
renal_mhyn,0.14791198463776045,0.3184731832368928,-0.14141178608203778,-0.18364381746747876,-0.22681259081150865,-0.3107695835475713,-0.031268134846055194
rr_vsorres,0.06939177968779596,-0.10438064284075708,-0.1225530474337924,0.08866575362517723,1.8346471189478026,3.5012051365202645,0.042745577298594115
sex,0.04804831962822622,0.09257998913132323,-1.1303736043214094,0.8846632619314934,0.15192258329394062,-1.1303736043214103,-0.19633646591309803
sf94,-0.08273945497963667,0.05624276360010369,0.11711002394903493,-0.06963319649383538,0.08875577642360408,-2.090336131334675,-0.014600429706056088
sysbp_vsorres,-0.031770357301787566,0.0277522005051315,0.0014064386216762726,-0.014912666627550511,-0.9161313132748858,0.0036511170269973438,0.024223990416060458
temp_vsorres,-0.07947871069852691,-0.17092812860700493,0.01183614606500513,0.12553472879930094,-0.04549494855224513,0.46490341277642716,0.060999433975080106
