,0,1,2,3,4,5,6,7,8
admission_diabp_vsorres,-0.11323777609682663,-0.10725791859234297,0.005180689369354781,-0.050735494402549965,0.0991266663412189,0.009268692109393614,0.0008909812402267227,-0.11412604476984976,0.1147373919477817
age,0.3664617277199012,0.5475246356774747,-0.1822867785404149,0.4689224177079457,-0.31126540194645563,-3.7504703387128577,0.28353561034009567,0.3574883369772869,-0.5137151001670364
asthma_mhyn,-0.3971185339237993,-0.39711853392375346,-0.3971185339239328,-0.397118533923763,-0.39711853392391,-0.3971185339237988,2.5181398362834835,2.518139836283548,2.518139836283694
chrincard,0.3569915450215774,1.4381207974378651,-0.6953518798853433,1.4381207974376453,-0.6953518798853757,-0.695351879885075,0.7686000977625003,0.8911381252861011,-0.6953518798850575
chronicpul_mhyn,2.1500325998303644,-0.4651092267526454,-0.4651092267524704,-0.46510922675269306,-0.46510922675242206,-0.46510922675264765,1.0758033811354704,0.8856547197105191,-0.4651092267526918
daily_bun_lborres,0.14668474394758912,0.20042723497738185,-0.20009203084875865,0.43000191359150397,-0.06819618274528896,-0.7683269228432327,0.15940344794603856,0.031122902525912856,-0.29566746669160526
daily_creat_lborres,0.04574421039716085,0.158741409700111,-0.1807600956840775,0.2660361006114226,0.010879720673967926,-0.14906427229335573,0.061287723779064815,0.018145956490893872,-0.187689405654313
daily_crp_lborres,-0.023914741115568593,-0.26546138791144736,-0.08738684299629185,0.2691494382276557,0.12153914045496984,-0.22604704175107074,0.243611783478827,-0.25153967698280977,0.008347195941264086
daily_lymp_lborres,-0.03757979959182854,-0.044445221327327304,0.051687515035579924,-0.07713915958988829,-0.010717094091991728,2.264077342439933,-0.05306851395952688,-0.00019129244474892519,0.02917424408989588
daily_neutro_lborres,0.07824646358005259,-0.11003383518259714,-0.053264243581179545,0.14378447692411994,0.0044692390784328686,-0.0773998262977334,0.20712234536746213,-0.07520940696092487,-0.03213305549011501
daily_plt_lborres,0.0308520429360555,-0.0794836140009908,0.07205770307826422,-0.07845220767337362,-0.049967879255087826,1.0239416799095225,0.02961293709021654,0.018228093243685257,0.06792326597588028
dementia_mhyn,0.0346722075241196,0.20464661840965045,0.029628912829529015,0.18026240556280676,-0.11689169598792298,-0.4269598786644151,-0.0502499961215781,0.023306793004283708,-0.2300083821495329
diabetes,0.035281109973389506,0.1677307339548284,-0.14410433857417682,0.1725094149720156,-0.04259432424674194,-0.5277956477329072,0.15658575438550057,0.19068605743432412,-0.07378318400111696
hr_vsorres,-0.008070495724581454,-0.43701674976490656,0.031245396462294742,0.05920562490106065,0.07453706957132694,3.0981729616480145,0.23902565587971727,-0.2509270405838213,0.16573435406019071
immunosuppressed_yn,0.20159903389521142,0.031935059511697755,-0.03268186314095974,0.010237913457219463,-0.15581689071309854,-0.48245000034539637,0.2581445804133268,0.2459674270743682,0.05117641081939406
infect_cmtrt,0.15493433479834848,-0.05621714799270142,-0.05904876551905287,0.04037744279810112,-0.07376546856241784,-0.24910675746810665,0.25678839083155724,0.0956635969447782,0.07609344509237596
malignantneo_mhyn,0.11666982170237657,0.06465145484162153,-0.054555907843916486,0.04959941552720116,-0.019667767260809342,-0.32674131332821316,-0.004075879686655063,0.03490074969748258,-0.150428332612904
modliv,0.03924324489664107,0.008111484378869207,-0.03356076742829698,-0.012754206563038587,0.008551425475687153,-0.14347775464089874,0.006449163012435754,0.07013183440805873,-0.03339531545073733
obesity_mhyn,-0.012926363422931492,-0.08513452752487591,-0.013634935274396855,0.03310236663669236,-0.04593342676348087,-0.3356366575227166,0.24629711480951394,0.0792832881142008,0.23080226705676674
onset2admission,-0.033071843246841925,-0.22078420830165604,-0.01732134224940538,0.04418342770701803,0.07861216937881742,-0.07253686150571613,0.11783890218128353,-0.1351010030124621,0.15208916219668694
renal_mhyn,0.14704001189736163,0.32709920173488033,-0.14077413756607576,0.3039647628589943,-0.18158283334362532,-0.4471879970512586,0.16036612471409215,0.26117692433762824,-0.22689091749773807
rr_vsorres,0.072845463351242,-0.5022517379259779,-0.10968133286470617,0.47016242079991555,0.06779791973112925,2.675126117202764,0.5464381459782096,-0.40979188031997266,0.06417727847819436
sex,0.048637328060487865,0.07588066355857793,-1.1303736043214125,0.11596937052663805,0.8846632619314927,0.10964908260332469,-0.13748424446294144,-0.15689295609798012,-0.23432247232461384
sf94,-0.08213680739837435,0.6733227081076043,0.09386764925078818,-0.8212035494987361,-0.07629004348202915,0.7480405682692363,-0.8332170190232255,0.6523136056992022,-0.01936048438624188
sysbp_vsorres,-0.0337050312812464,0.05278476903861429,0.006055350336341144,-0.011860762856281765,-0.008503569481973665,-0.7655820619130403,0.02638749206402277,0.035876962552243,0.01835263812939758
temp_vsorres,-0.07931022424816378,-0.3005209264254895,0.013879632307841006,0.01367529426693765,0.1243610665095976,0.28142140203547056,0.16209363324945977,-0.21753725541123506,0.14762861162973026
