,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
admission_diabp_vsorres,-0.17589248167567778,-0.0976045345506695,0.017299638409585906,0.09236603241762632,0.009954114728208084,0.21935925035843157,0.09827794211257714,-0.06945969304230852,0.12670407185355853,-0.05761173230159344,0.0029640661462536164,0.09306534800618675,-0.43303322331409155,-0.0635653151508631,-0.11736039106516362,0.061755613418568285,0.09885987839521135,-0.05170323691796766,1.0935469329003478
age,0.513731921872345,0.43919497306812333,-0.18117731764272774,-0.3198219056862197,-0.12939989542525693,-0.981740339040625,-0.513192195907612,0.3884002856960319,-0.514095272527385,0.27213775218363245,-0.2340203219294124,-0.5259231325326119,-3.663351192816561,0.6388534694083785,0.18064352353607768,-3.725093745866956,-0.2477217389716919,0.24427228563498743,0.40007006287813707
asthma_mhyn,-0.39711853392377017,-0.3971185339237528,-0.3971185339237762,-0.3971185339238057,-0.3971185339237834,-0.3971185339238002,2.518139836283537,2.518139836283488,2.518139836283611,2.518139836283545,-0.3971185339237974,-0.39711853392380003,-0.39711853392379703,-0.3971185339237647,-0.39711853392379515,-0.3971185339237962,-0.3971185339238217,-0.3971185339237692,-0.3971185339237971
chrincard,1.4381207974374801,1.4381207974378805,-0.6953518798852505,-0.6953518798850497,-0.6953518798850462,-0.6953518798850488,-0.6953518798850514,1.4381207974374846,-0.6953518798850479,0.34222537890392873,1.438120797437507,-0.6953518798850488,0.13050851133656763,1.4381207974376051,-0.695351879885048,-0.6953518798850801,-0.6953518798852775,-0.6953518798850441,0.01580567922245028
chronicpul_mhyn,2.150032599829996,-0.4651092267526338,-0.4651092267526086,-0.46510922675268124,-0.4651092267526874,-0.46510922675268274,-0.46510922675267774,-0.4651092267526734,-0.46510922675268435,2.1500325998301633,-0.46510922675264893,-0.4651092267526828,2.150032599830171,-0.46510922675269256,-0.4651092267526842,-0.46510922675264976,-0.46510922675256844,2.1500325998299834,2.150032599830172
daily_bun_lborres,0.2811838519395225,0.34941728047765896,-0.26912155214745465,0.18451313322174426,-0.00045437971833541137,-0.1810087261706903,-0.22098969063592355,0.18177643260435128,-0.34996120378980766,0.011272512188839711,0.5204822558712047,-0.11614661044256669,-0.6424530902097552,0.20959111455627172,-0.05331181058017607,-0.8115696997545817,-0.13362286195713421,0.018987551594101995,0.9031284219013346
daily_creat_lborres,0.14039940652791608,0.3098628803620032,-0.2116045080440616,0.12676362263231927,0.03494637294300795,-0.05143418328523486,-0.15917681643939982,0.11296622192168312,-0.2084192011113945,-0.024822229347151635,0.3266421397487929,-0.11768946563060248,-0.12782538646377614,0.03708788364741085,-0.14165033924533854,-0.22204493098124942,-0.011121677485971438,-0.04583974177301876,0.27427614039950937
daily_crp_lborres,-0.07077842217558569,0.01117283841638208,-0.30552680226446266,0.8937523253031844,0.2872726334406656,0.3075998904497891,0.3773195808418573,-0.056100866267644274,-0.2599105203484194,-0.010832257511563538,1.0400971084668489,0.345741677669696,0.09332281285316721,-0.14059093112345877,0.19787711565842017,-0.3259210904805879,-0.1769945799083738,0.019380999648978672,1.692614304802813
daily_lymp_lborres,-0.07318390426122895,-0.07783994678478029,0.06106015717381672,-0.08687024671884938,-0.08571397902412028,0.16257741790575891,-0.02534649826260236,-0.002915630095293949,0.06881300957051488,-0.04081189871681458,0.17918286096793345,0.06538303830516494,1.1223398381070078,-0.029359648069698558,-0.010504967989676118,2.119302040953856,0.0215261473630167,-0.008753906670150347,-0.3098578654845021
daily_neutro_lborres,0.0775099932760067,-0.012013362866217916,-0.1556700258127835,0.4023325126477024,0.008106244148322771,0.18280238301005966,0.14652913514746438,0.010332432885871238,-0.16202763082713265,0.08332522020414507,0.6366758398259099,0.21765167085872278,0.13154560757996261,-0.0004578854484800079,0.011376132286358176,0.06175475877531758,-0.14202340610615213,0.0783579250125527,0.39274932618926295
daily_plt_lborres,-0.021317645266080706,-0.14855797717048727,0.0626300141746915,0.04728408597030392,-0.08653005759872573,0.0818764084158771,0.09521488404946189,-0.0283305789695482,0.04808116548849099,0.06572473977139791,0.23977556071211933,0.1624978852521824,0.2749945381439509,0.025364582689304076,0.006759007162998338,1.011152521741697,-0.07988705659633563,0.0806411214640999,-0.19316853359043665
dementia_mhyn,0.07200429985153714,0.1244274736074861,0.036079406108708564,-0.20081892468764717,-0.11684043867081405,-0.20373941579170612,-0.281067937376313,0.017825254065676706,-0.1928860384716881,-0.03180946097507395,0.17709938207236178,-0.06380091057609895,-0.45362949431679833,0.3030038070148186,0.10198238638147818,-0.4208137943988445,-0.07829842248570738,0.0013762667628733811,-0.45362949431679805
