,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
admission_diabp_vsorres,-0.175303764191121,-0.12188780039613943,0.017951745896563755,0.07069047347158752,0.09461710301319315,-0.06244938359423615,0.09817445862936414,-0.06945969304230852,0.1267874441174379,-0.05761173230159344,0.36410927990812836,0.09706661122452867,-0.43303322331409155,-0.06318782730310739,-0.11150097027147378,-0.0022617188317623975,0.11276613506610667,-0.051057776591972324
age,0.5136684506805654,0.46167598732559934,-0.1789185199414328,-0.3191603469180496,-0.26422550558995006,0.3997282565191602,-0.5137310473415369,0.3884002856960319,-0.5137034980986706,0.27213775218363245,-0.5900613043227485,-0.6267506209739306,-3.663351192816561,0.6369512045376281,0.16534307559622216,-3.7537131889611555,-0.38193228683265884,0.2444019229540631
asthma_mhyn,-0.39711853392377017,-0.3971185339237681,-0.3971185339237756,-0.39711853392380275,-0.3971185339238155,-0.39711853392378377,2.518139836283537,2.518139836283488,2.518139836283611,2.518139836283545,-0.3971185339237969,-0.39711853392380236,-0.39711853392379703,-0.3971185339237646,-0.3971185339237918,-0.39711853392379853,-0.39711853392376195,-0.39711853392376917
chrincard,1.4381207974374801,1.4381207974375272,-0.6953518798852502,-0.6953518798850492,-0.6953518798852738,1.438120797437481,-0.6953518798850514,1.4381207974374846,-0.6953518798850479,0.34222537890392873,-0.6953518798850802,-0.6953518798850491,0.13050851133656763,1.4381207974376078,-0.6953518798850475,-0.6953518798850759,-0.6953518798851254,-0.6953518798850441
chronicpul_mhyn,2.1500325998299954,-0.4651092267526917,-0.46510922675260913,-0.46510922675268207,-0.4651092267525739,-0.4651092267526873,-0.46510922675267774,-0.4651092267526734,-0.46510922675268435,2.1500325998301633,-0.46510922675264915,-0.4651092267526822,2.150032599830171,-0.4651092267526926,-0.46510922675268507,-0.4651092267526479,-0.46510922675269334,2.150032599829983
daily_bun_lborres,0.2810967133990777,0.2581726256724081,-0.2685103224421106,0.16964409484745818,-0.13552475048178067,0.4809411394149479,-0.2211963703592925,0.18177643260435128,-0.3498475191427018,0.011272512188839711,0.24928243848209933,-0.13444089707616333,-0.6424530902097552,0.21046249718636964,-0.056393049773761986,-0.7661889856751762,-0.06669547569181468,0.01989103756239373
daily_creat_lborres,0.1403648576334298,0.26542856474736937,-0.21142825665159304,0.12535001290461054,-0.01078509515290836,0.373374250784261,-0.1592690710580867,0.11296622192168312,-0.2083660882189232,-0.024822229347151635,0.11503043067058848,-0.12050189273706385,-0.12782538646377614,0.03797320295854651,-0.1410677321869222,-0.1453839028811934,-0.00506507698422646,-0.04554096869854016
daily_crp_lborres,-0.07038486019038628,-0.22641199894748873,-0.30661725716236804,0.8500392948449209,-0.18461504680062663,0.3579640697802269,0.3767728374222164,-0.056100866267644274,-0.25969398463560617,-0.010832257511563538,1.166303476581213,0.3316813489191517,0.09332281285316721,-0.13662401171337324,0.20315762017468147,-0.20368235879532004,0.29363639645343503,0.020747430713499597
daily_lymp_lborres,-0.0732796858130563,-0.05903645466928719,0.062265033044656685,-0.08963410950882349,0.026859302302234843,-0.10148287682413304,-0.025378255174921937,-0.002915630095293949,0.06886289401009016,-0.04081189871681458,0.08052051073849512,0.10138503645049451,1.1223398381070078,-0.02921274156822567,-0.01014394374875803,2.281322514162159,-0.040397030455890645,-0.008947857174645968
daily_neutro_lborres,0.07769825226242126,-0.11840964195838509,-0.15631199445173108,0.3681704827335445,-0.1432562426325112,0.14408506662442694,0.14735216149471794,0.010332432885871238,-0.16271416614062786,0.08332522020414507,0.8158068536448236,0.21962799933471408,0.13154560757996261,0.0022068958839867744,0.021220158811778755,-0.10045382103008262,0.07445032587018055,0.07849776446098557
daily_plt_lborres,-0.021513808178415212,-0.15650190611108214,0.06376369264000403,0.02553314985751934,-0.07869206000915467,-0.13348086224874559,0.09591215405253371,-0.0283305789695482,0.0475604742523082,0.06572473977139791,0.18688916599587174,0.17063433202049716,0.2749945381439509,0.025806543359347307,0.018311315903622644,1.0257327205956441,-0.039793804188863344,0.08058588563143361
dementia_mhyn,0.07181957527091216,0.14000209371473712,0.03631065257649816,-0.2048360357236427,-0.07834122142959085,0.10238928867545469,-0.2811353969372749,0.017825254065676706,-0.19281187935455357,-0.03180946097507395,-0.13753448213412245,-0.07791229301759704,-0.45362949431679833,0.30278451342855683,0.09856533401908214,-0.42431252711068573,-0.14326249092263477,0.0010646189813119779
diabetes,0.15852918139623234,0.22524308979904115,-0.18038123306828252,0.0033168109602198376,-0.04590378202781128,0.2190310961240876,-0.04804264201968049,0.21931409715027173,-0.09251023359966706,0.13951527042055567,-0.0008829330137297908,-0.1110262442036224,-0.4077502953423254,0.08793830995989405,-0.06705058045152866,-0.5246783121672918,-0.058315134469370734,-0.08247073949622544
hr_vsorres,-0.12581907710318677,-0.44219090690406976,-0.11774783715392508,0.3604825845934674,-0.12508585237870445,0.008508571448327082,0.3375600905950523,-0.09630485896687875,0.040725755068104025,0.019115474127254336,1.224955156884387,0.8736503700193945,2.027049882400571,-0.19504866918120004,-0.2304284310021361,3.163361776453765,0.25816618477386855,0.0958710188137355
immunosuppressed_yn,0.20686095115705333,-0.006563452739952885,-0.030272907745549835,-0.21404608792084887,-0.12309909481822133,-0.04891445713875948,0.08148107182281791,0.14394688618758641,0.029128821841363003,0.3396928232013763,-0.32011793210670714,-0.1126028753766105,-0.18279567224420054,0.09555849416945512,0.02512902925892669,-0.4746685821082187,-0.1815975315728479,0.19851181895569822
infect_cmtrt,0.13043542763193963,-0.05895403319447461,-0.09918421396658274,-0.023897989183646783,-0.11209700778094563,0.029913064364303316,0.1824999582525489,0.08343508176727586,-0.0013206222181223143,0.2363151422399847,0.04647536194043201,-0.004656435838361772,0.4407447750919552,-0.00716858961316536,0.013077566313344283,-0.26821730342739836,-0.033722062759731566,0.17729103977000712
malignantneo_mhyn,0.11950978492200033,0.11452164580729221,-0.036519322138857856,-0.11180042333329121,0.02105802553689419,0.08837417574572758,-0.1804629348658297,-0.03155212403738445,-0.1285772198247638,0.05792860387396808,-0.1416547812815257,-0.13103270862949123,-0.01857793102026874,-0.011469741038097206,-0.044626348164122254,-0.3256462992719038,-0.04525882813740486,0.11462024116326927
modliv,0.035258408088362565,0.03053461003767562,-0.027906221795902676,-0.04967229567385436,0.04217621704929716,0.0012773663052473697,-0.03224711640273678,0.00437165376088784,-0.03423066618019263,0.07256474544505889,-0.028128576554460594,-0.041113197816508316,0.31543833021912726,-0.02976954661420943,-0.044575583135488026,-0.1434777546408988,-0.021859250917574954,0.04166030973070776
obesity_mhyn,0.03724660573703175,-0.06599391016412923,-0.09858572640442609,0.1786529246789074,-0.1364784212593767,0.04476238634969588,0.4110198540403834,0.14205785176912583,0.09968833431956742,0.1630598977123748,0.11830496621881477,0.17551382327282378,-0.26687675958797136,-0.06107184616751871,0.07530148422597821,-0.3325552736043456,0.004464229982615953,-0.06047121020516262
onset2admission,-0.051821636267976756,-0.20007678752288416,-0.12162686975315898,0.3165172481207372,-0.06473481503246513,0.08047707539975152,0.2971483548123232,-0.038368593349504425,0.046554061311938975,-0.009588083244686784,0.24359209644673818,0.18309674670600098,-0.6320400773133446,-0.15323202787355725,0.12131377024537593,-0.08130922241435604,0.21224931616283227,-0.011620972127097378
renal_mhyn,0.3413195057610413,0.30563225273154815,-0.1406707433443353,-0.22734818007578128,-0.14836739888007283,0.2820417491347741,-0.2498750537627283,0.2919046044169864,-0.21016923929359094,0.15420787173017,-0.32324967706239144,-0.20612091964577758,-0.29587398806214044,0.3509683503517212,-0.08731534647400806,-0.44545059272833454,-0.21408210898735208,-0.039931608921037594
rr_vsorres,0.039864907365682024,-0.4739651638469186,-0.5006200139152415,0.8126177217350914,-0.4431556000397597,0.5132318189543756,0.597705372566641,-0.02359334090835675,-0.32398110169195105,0.04785097021930675,3.797103862032225,1.3850049764888104,1.4915429598123051,-0.15366825421185948,-0.20879030738487342,2.722260527322785,0.5086023584649854,0.09745380611211614
sex,0.11561387280796258,0.884663261931296,-1.1303736043211432,0.8846632619312683,0.8846632619314306,0.8846632619312264,-0.18114787178251185,-0.14472739584030245,-0.27300865781571165,-0.15116054858737582,0.8846632619312808,-1.1303736043214418,0.16965018035774732,-1.1303736043212391,-1.1303736043214374,0.19569845104341382,0.8846632619313402,-0.01727276005237128
