,0,1,2,3,4,5,6,7
admission_diabp_vsorres,-0.11323777609682663,-0.10703427174402037,0.005180689369354781,-0.05110159971158608,0.0991266663412189,0.009268692109393614,0.051111690414904334,0.02496613656347069
age,0.3664617277199012,0.5464983903678836,-0.1822867785404149,0.47044677728995976,-0.31126540194645563,-3.7504703387128577,-0.16035314631383796,-0.13096528094031848
asthma_mhyn,-0.3971185339237993,-0.39711853392375346,-0.3971185339239328,-0.39711853392376295,-0.39711853392391,-0.3971185339237988,2.518139836283661,2.5181398362836953
chrincard,0.3569915450215774,1.438120797437865,-0.6953518798853433,1.438120797437646,-0.6953518798853757,-0.695351879885075,-0.03862041338679196,-0.00429526543068725
chronicpul_mhyn,2.1500325998303644,-0.46510922675264565,-0.4651092267524704,-0.46510922675269306,-0.46510922675242206,-0.46510922675264765,0.2240197303053085,0.12580407421821518
daily_bun_lborres,0.14668474394758912,0.2000566641528412,-0.20009203084875865,0.43033032418354866,-0.06819618274528896,-0.7683269228432327,-0.05274575332406492,-0.18256086753758446
daily_creat_lborres,0.04574421039716085,0.1585870850059346,-0.1807600956840775,0.26616280764103223,0.010879720673967926,-0.14906427229335573,-0.05988676766989121,-0.11019321775266329
daily_crp_lborres,-0.023914741115568593,-0.26578383758381185,-0.08738684299629185,0.2691469959024816,0.12153914045496984,-0.22604704175107074,0.31243181573975787,-0.25552802931321017
daily_lymp_lborres,-0.03757979959182854,-0.044108657758890564,0.051687515035579924,-0.07758875546997812,-0.010717094091991728,2.264077342439933,-0.03434799400325579,0.0366167910882039
daily_neutro_lborres,0.07824646358005259,-0.1098336152790378,-0.053264243581179545,0.14328181076168137,0.0044692390784328686,-0.0773998262977334,0.16976883770158088,-0.12250283288981338
daily_plt_lborres,0.0308520429360555,-0.07960409888385665,0.07205770307826422,-0.07828207290390117,-0.049967879255087826,1.0239416799095225,0.06574396216945066,0.0348009923770286
dementia_mhyn,0.0346722075241196,0.20477714746301123,0.029628912829529015,0.18009811353785718,-0.11689169598792298,-0.4269598786644151,-0.17525607550886638,-0.09999714914831309
diabetes,0.035281109973389506,0.1679342826934598,-0.14410433857417682,0.17221637425262734,-0.04259432424674194,-0.5277956477329072,0.04844473353967091,0.02690470677204471
hr_vsorres,-0.008070495724581454,-0.43640852411611664,0.031245396462294742,0.057915174887752684,0.07453706957132694,3.0981729616480145,0.2908409068102432,-0.08501883555464963
immunosuppressed_yn,0.20159903389521142,0.03276824907896379,-0.03268186314095974,0.009073915767969,-0.15581689071309854,-0.48245000034539637,0.1601616707019011,0.12374249894814683
infect_cmtrt,0.15493433479834848,-0.055442492048679584,-0.05904876551905287,0.03919471605719732,-0.07376546856241784,-0.24910675746810665,0.215720066867023,0.04024221357466654
malignantneo_mhyn,0.11666982170237657,0.0645621369602069,-0.054555907843916486,0.04973915339443448,-0.019667767260809342,-0.32674131332821316,-0.1042243184970243,-0.05487361726398762
modliv,0.03924324489664107,0.008203403068522437,-0.03356076742829698,-0.012866721451643841,0.008551425475687153,-0.14347775464089874,-0.016806407918880915,0.012513458414593498
obesity_mhyn,-0.012926363422931492,-0.08496380844260681,-0.013634935274396855,0.032758271573713964,-0.04593342676348087,-0.3356366575227166,0.33644180762001885,0.08966081598664859
onset2admission,-0.033071843246841925,-0.22043159617494368,-0.01732134224940538,0.04345485177675421,0.07861216937881742,-0.07253686150571613,0.21543506435785545,-0.032608941400503334
renal_mhyn,0.14704001189736163,0.3273148742992917,-0.14077413756607576,0.3036785380144104,-0.18158283334362532,-0.4471879970512586,-0.06251176402613291,-0.007327881622795301
rr_vsorres,0.072845463351242,-0.5031641957712947,-0.10968133286470617,0.47062064564958617,0.06779791973112925,2.675126117202764,0.5789480151596484,-0.36811649212807723
sex,0.048637328060487865,0.07579752845420899,-1.1303736043214125,0.11605287212123318,0.8846632619314927,0.10964908260332469,-0.16279707219031692,-0.222035835664613
sf94,-0.08213680739837435,0.6733312243915284,0.09386764925078818,-0.8199292862773604,-0.07629004348202915,0.7480405682692363,-0.8994257841620413,0.6633919674623808
sysbp_vsorres,-0.0337050312812464,0.052410400762139174,0.006055350336341144,-0.011273724083208893,-0.008503569481973665,-0.7655820619130403,0.005228242810089131,0.03877937401862167
temp_vsorres,-0.07931022424816378,-0.30123720813773264,0.013879632307841006,0.014421590382056076,0.1243610665095976,0.28142140203547056,0.24179292028115507,-0.07753254700376312
