,0,1,2,3,4,5,6,7,8,9,10
admission_diabp_vsorres,-0.11237803636360892,-0.06416774295530887,0.005180689369354781,-0.09701565826514087,0.0991266663412189,0.009268692109393614,0.09382876675970665,-0.06945969304230852,0.12922424875311994,-0.05761173230159344,-0.2513909113269142
age,0.37729549760426806,0.64087416162143,-0.1822867785404149,0.4397869973977482,-0.31126540194645563,-3.7504703387128577,-0.5067688803371351,0.3884002856960319,-0.5185278935051449,0.27213775218363245,-3.6854562158726907
asthma_mhyn,-0.39711853392379826,-0.3971185339237646,-0.3971185339239328,-0.39711853392375274,-0.39711853392391,-0.3971185339237988,2.518139836283529,2.518139836283488,2.518139836283615,2.518139836283545,-0.39711853392379715
chrincard,0.35760042317995405,1.4381207974376071,-0.6953518798853433,1.4381207974378818,-0.6953518798853757,-0.695351879885075,-0.6953518798850519,1.4381207974374846,-0.6953518798850478,0.34222537890392873,0.5569038220216574
chronicpul_mhyn,2.1500325998303618,-0.4651092267526926,-0.4651092267524704,-0.4651092267526327,-0.46510922675242206,-0.46510922675264765,-0.4651092267526771,-0.4651092267526734,-0.4651092267526847,2.1500325998301633,1.2972689607270769
daily_bun_lborres,0.14880626617973527,0.2113341302039573,-0.20009203084875865,0.35101223330671305,-0.06819618274528896,-0.7683269228432327,-0.21608410877253692,0.18177643260435128,-0.35080799840476107,0.011272512188839711,-0.6535298807886688
daily_creat_lborres,0.0462108357984865,0.03811375466792533,-0.1807600956840775,0.310575873576109,0.010879720673967926,-0.14906427229335573,-0.15513669223694468,0.11296622192168312,-0.21024404488385545,-0.024822229347151635,-0.16902079663767508
daily_crp_lborres,-0.024229923161621036,-0.13617576978997936,-0.08738684299629185,0.01537260001143471,0.12153914045496984,-0.22604704175107074,0.39393329543701905,-0.056100866267644274,-0.25881195772273985,-0.010832257511563538,-0.12717587207520928
daily_lymp_lborres,-0.04069813354106654,-0.030653977826736407,0.051687515035579924,-0.07814190058420604,-0.010717094091991728,2.264077342439933,-0.030440157923813688,-0.002915630095293949,0.07047898305480146,-0.04081189871681458,1.296257185915278
daily_neutro_lborres,0.07810317388583723,0.0015354002491165118,-0.053264243581179545,-0.009938737408388212,0.0044692390784328686,-0.0773998262977334,0.1538798174238227,0.010332432885871238,-0.1610148843819906,0.08332522020414507,0.16420207731253128
daily_plt_lborres,0.03019568899004521,0.025598939850331726,0.07205770307826422,-0.14713437002511462,-0.049967879255087826,1.0239416799095225,0.09235984767084367,-0.0283305789695482,0.05099201121175568,0.06572473977139791,0.22045724743420267
dementia_mhyn,0.0359849603432223,0.30346956762425076,0.029628912829529015,0.1249806748017828,-0.11689169598792298,-0.4269598786644151,-0.28148567185901424,0.017825254065676706,-0.19434156436305758,-0.03180946097507395,-0.453629494316798
diabetes,0.03647215789332594,0.08852439741084792,-0.14410433857417682,0.22313675620370363,-0.04259432424674194,-0.5277956477329072,-0.04834681836570633,0.21931409715027173,-0.0914071541710218,0.13951527042055567,-0.4061041038011043
hr_vsorres,-0.013541723868010249,-0.19780392991527823,0.031245396462294742,-0.2588993643951396,0.07453706957132694,3.0981729616480145,0.3298237291948153,-0.09630485896687875,0.05204255177906578,0.019115474127254336,2.3099743556820713
immunosuppressed_yn,0.20263244261000793,0.09615296880634946,-0.03268186314095974,-0.024036033153999048,-0.15581689071309854,-0.48245000034539637,0.07651333163434162,0.14394688618758641,0.03362134249554925,0.3396928232013763,-0.20416342812989755
infect_cmtrt,0.15416596053340037,-0.007082524469751288,-0.05904876551905287,-0.022311161827667746,-0.07376546856241784,-0.24910675746810665,0.18380991141083072,0.08343508176727586,0.0014604642485441684,0.2363151422399847,0.2904708761463796
malignantneo_mhyn,0.11703342245984794,-0.011174221498469554,-0.054555907843916486,0.10411400248891868,-0.019667767260809342,-0.32674131332821316,-0.18254074233354475,-0.03155212403738445,-0.12817876445079987,0.05792860387396808,-0.12266313809310163
modliv,0.038500720601697395,-0.03074025605831078,-0.03356076742829698,0.01859690216253823,0.008551425475687153,-0.14347775464089874,-0.03188693674150702,0.00437165376088784,-0.03444041842485278,0.07256474544505889,0.3204265485328236
obesity_mhyn,-0.012243641865294017,-0.06079507010605505,-0.013634935274396855,-0.02026064095025237,-0.04593342676348087,-0.3356366575227166,0.4148759984426652,0.14205785176912583,0.10326400166512115,0.1630598977123748,-0.23216302470829506
onset2admission,-0.03146157395050452,-0.1533051497626626,-0.01732134224940538,-0.08352469775418193,0.07861216937881742,-0.07253686150571613,0.30231815394856776,-0.038368593349504425,0.04800073591598826,-0.009588083244686784,-0.6102160521743379
