,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
admission_diabp_vsorres,-0.12446294091499592,-0.09696599389112637,0.013894022061830588,-0.07736012335217299,0.0963816085426449,0.10087561679032377,0.09795073873057876,-0.06945969304230852,0.12662400409652078,-0.05761173230159344,-0.13600109386654616,-0.7643892951277854,-0.10174936800150965,-0.06343755848495465,0.015244447734594537
age,0.39812745866415067,0.44418602129899315,-0.31956428887973415,-0.09565217749325489,-0.2638898167615468,-0.4269889590367094,-0.5098766416054736,0.3884002856960319,-0.5164331087885252,0.27213775218363245,-3.66905292682213,0.7082994590058043,0.3340533982550867,0.6498998588235027,-0.16644626925301395
asthma_mhyn,-0.3971185339237691,-0.3971185339237528,-0.3971185339237724,-0.3971185339238067,-0.397118533923821,-0.3971185339237596,2.5181398362835328,2.518139836283488,2.518139836283613,2.518139836283545,-0.3971185339237969,-0.3971185339237971,-0.39711853392377,-0.3971185339237647,-0.3971185339237625
chrincard,0.3994756687888448,1.4381207974378811,-0.6953518798850445,-0.6953518798850566,-0.695351879885277,-0.6953518798852407,-0.6953518798850516,1.4381207974374846,-0.6953518798850478,0.34222537890392873,1.4381207974375074,-0.6953518798850786,0.31351111873684273,1.4381207974376056,-0.6953518798852424
chronicpul_mhyn,2.1500325998299825,-0.46510922675263316,-0.46510922675269045,-0.46510922675266836,-0.465109226752569,-0.46510922675262323,-0.4651092267526774,-0.4651092267526734,-0.46510922675268457,2.1500325998301633,-0.4651092267526491,-0.46510922675264954,2.1500325998299936,-0.46510922675269256,-0.4651092267526207
daily_bun_lborres,0.06092000520096485,0.35151041026580276,-0.1781695920510929,0.09844838371608693,-0.13524096717541342,-0.0016675379974938132,-0.21771592214650923,0.18177643260435128,-0.35086487646791326,0.011272512188839711,-0.5515458699286105,1.599046251339218,0.23446076638200644,0.21339833241685965,-0.2703986278187488
daily_creat_lborres,0.009396584848246544,0.3098924184830233,-0.1752869093844996,-0.01994692518418991,-0.011557547278475291,0.03495477719357386,-0.15673729195119937,0.11296622192168312,-0.20960656603239552,-0.024822229347151635,0.057852032392209776,0.818302285038062,0.08294423038492227,0.038840569066641586,-0.21213423251390315
daily_crp_lborres,-0.24182497768533673,0.01570049506857329,0.09242993241000151,0.6603720439730336,-0.1783579813380864,0.4668579707285641,0.38670009893881235,-0.056100866267644274,-0.2595641116368647,-0.010832257511563538,-0.4501823936438997,-0.017442914086161904,0.19910574601428807,-0.13554388531769934,-0.31175800141505744
daily_lymp_lborres,-0.018553591576677984,-0.07874417029456239,0.10247447902090458,-0.0052817135445710345,0.024909461957938746,-0.013448757026345766,-0.027013565584873448,-0.002915630095293949,0.06896077523755294,-0.04081189871681458,1.2075465369282745,0.21228549337043287,-0.05705219449427836,-0.033467939014311054,0.06076683985116587
daily_neutro_lborres,-0.047126856003567745,-0.010423024468594146,0.03395414220475426,0.320687493759168,-0.14114831240751222,0.17273968888679556,0.15074529364305392,0.010332432885871238,-0.16162902937012627,0.08332522020414507,0.10089689746890954,1.610516748354718,0.20655993451547744,0.002185629811155565,-0.16312559007689487
daily_plt_lborres,0.030819505817560832,-0.1473827779937825,0.08435796765342439,0.14773092834733784,-0.07716682101166457,0.00018082580961333765,0.09427138506229377,-0.0283305789695482,0.04926618952492721,0.06572473977139791,0.3501844385752029,0.21579870833954065,0.03088534308813062,0.023917835576254272,0.06341805322565451
dementia_mhyn,0.08407550110697437,0.12560374987376557,0.007399096508257272,0.01518663450562895,-0.0791431876700349,-0.16640057409073883,-0.2815621051123665,0.017825254065676706,-0.19350324311114167,-0.03180946097507395,-0.38717770198294044,1.3184183012527464,-0.015889651221521764,0.30467079515016515,0.03810243872488803
diabetes,0.04773806787305897,0.22328979545905153,-0.10975875073680767,-0.056992311719307215,-0.04452339243624663,-0.04873452522802478,-0.04738079217760355,0.21931409715027173,-0.09247869092226275,0.13951527042055567,-0.32445300335654154,0.223289795459068,0.022532021804463596,0.08989607195382786,-0.18118556322466514
hr_vsorres,-0.24745287005598443,-0.26100080025077665,0.35947510763463325,0.25240296555262876,-0.12418396540251747,0.35842680777298175,0.3338133423772528,-0.09630485896687875,0.04671779259158487,0.019115474127254336,1.9652594093676021,4.8607184978294,0.23692567597476324,-0.20072952107086356,-0.14127318834658972
immunosuppressed_yn,0.1686154325223241,-0.023916885512937865,-0.050279873626052886,-0.03898631765382458,-0.12520175963067623,-0.19668436085024396,0.08051456062184159,0.14394688618758641,0.03040209664544577,0.3396928232013763,-0.3264527387372707,0.2204522337012593,0.23535613939551042,0.0975442726545179,-0.02821157871750753
infect_cmtrt,0.0550448395795032,-0.022747576314837384,-0.02009518167447759,0.04506929928813981,-0.11141381800340665,-0.03207597478857795,0.1837619063739063,0.08343508176727586,-0.00014648334038082147,0.2363151422399847,0.16463807685689477,-0.5127172044248004,0.2571663558063114,-0.0075020608387780146,-0.09974904099385963
malignantneo_mhyn,0.1568663157609637,0.10458984705610991,-0.09399519637984854,-0.061264638698044466,0.01895803101197718,-0.0700671562025511,-0.1792738797883066,-0.03155212403738445,-0.1300028298604346,0.05792860387396808,-0.3377725660436233,0.7616756212590422,0.07553067272539409,-0.010482589850665561,-0.03658812371347692
