,0,1,2,3,4,5,6,7,8,9,10,11,12
admission_diabp_vsorres,-0.12414896121111774,-0.10859171606966936,-0.012392944500843677,-0.10818380354439792,0.09626961735700838,0.10102188107086775,0.09746850055059343,-0.06945969304230852,0.12703198599211565,-0.05761173230159344,-0.031771762343405965,0.016547967964828006,-0.10207457410850691
age,0.39812697494243526,0.5581632141486845,-0.24631013326263013,0.47122444346982134,-0.2627889669232788,-0.4288135988894008,-0.5106768541802751,0.3884002856960319,-0.5158781805961675,0.27213775218363245,0.4526085508194258,-0.17869601406510327,0.3340651047085038
asthma_mhyn,-0.3971185339237691,-0.397118533923754,-0.3971185339237628,-0.3971185339238058,-0.397118533923822,-0.39711853392375823,2.5181398362835337,2.518139836283488,2.5181398362836127,2.518139836283545,-0.3971185339237722,-0.39711853392377094,-0.39711853392377
chrincard,0.3992980315169705,1.4381207974378523,-0.6953518798851157,1.438120797437486,-0.6953518798852777,-0.6953518798852399,-0.6953518798850516,1.4381207974374846,-0.6953518798850479,0.34222537890392873,1.4381207974374803,-0.6953518798852474,0.3137079008328533
chronicpul_mhyn,2.1500325998299825,-0.4651092267526552,-0.4651092267526931,-0.4651092267526675,-0.4651092267525681,-0.46510922675262445,-0.46510922675267746,-0.4651092267526734,-0.4651092267526845,2.1500325998301633,-0.4651092267526905,-0.46510922675261324,2.1500325998299936
daily_bun_lborres,0.06093178808638482,0.20209048099631363,-0.1021656946043959,0.6822298600391882,-0.13503409046692685,-0.001476167197733806,-0.218111977883487,0.18177643260435128,-0.35088312755104917,0.011272512188839711,0.3332082960499554,-0.2703658956982431,0.23441834550847512
daily_creat_lborres,0.00948838474300956,0.15798481083795438,-0.13128653674622895,0.4135233047057569,-0.011751752621640216,0.0353343802624506,-0.157242816301046,0.11296622192168312,-0.20936586695825163,-0.024822229347151635,0.21371275501578704,-0.21327256385342475,0.08283744094831405
daily_crp_lborres,-0.24177444807173346,-0.26895357497682404,0.24547576204607777,0.6517527469114847,-0.1780438936079736,0.4685878314697211,0.38530192920879547,-0.056100866267644274,-0.26002587515055775,-0.010832257511563538,0.12486960980756753,-0.30651503914026185,0.1989768960800032
daily_lymp_lborres,-0.01849218173646181,-0.04370679112986387,0.07278917649042027,-0.11064394543630318,0.0255915654955951,-0.014375349831395408,-0.025719197529305293,-0.002915630095293949,0.06825565151100675,-0.04081189871681458,-0.0658989974407179,0.06257079474150284,-0.057108286311045885
daily_neutro_lborres,-0.047098636520457475,-0.11187449261482661,0.10488453821216763,0.3211304186463485,-0.1411199814502569,0.17372755093197065,0.14916416381881956,0.010332432885871238,-0.161207682314909,0.08332522020414507,0.07703920123899384,-0.15603795560245387,0.20648667360414505
daily_plt_lborres,0.030768253701472573,-0.08113515365221305,0.09943022949174961,-0.06861591623001366,-0.07734537187366801,0.0006423431124203235,0.09611638477910162,-0.0283305789695482,0.0478511639192464,0.06572473977139791,-0.07881145142282682,0.06486824029796158,0.030937767460046197
dementia_mhyn,0.08416746365108652,0.20903165742596683,0.01421538795380737,0.18460387606521705,-0.07931414799991456,-0.16648348515051575,-0.2821070532967037,0.017825254065676706,-0.1929167126687388,-0.03180946097507395,0.1720593491817278,0.034748918193486494,-0.015966246119701166
diabetes,0.04784187118843569,0.16814382689067253,-0.09312132067317413,0.18492818280823073,-0.04403697082142661,-0.04932000681380429,-0.046213787263238035,0.21931409715027173,-0.09341122688721326,0.13951527042055567,0.1674390134581158,-0.18150388001883125,0.022430231438944938
hr_vsorres,-0.2472240191357891,-0.4545877856573795,0.32184986785465924,0.07992621818018476,-0.12372650265623321,0.3594591335264853,0.33315375331306774,-0.09630485896687875,0.04654004670033521,0.019115474127254336,0.061885826402990715,-0.12384092610507752,0.23660678360793677
immunosuppressed_yn,0.16833932127951282,0.03416447088014322,-0.0483365662501891,-0.0071890719774920266,-0.12507189156862616,-0.19706957160364075,0.08219495359718278,0.14394688618758641,0.029092747049187673,0.3396928232013763,0.012993563894165583,-0.027913434114371475,0.23562694984692678
