,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
admission_diabp_vsorres,-0.12414896121111774,-0.0976045345506695,0.018686861171987486,0.09723732184827248,0.03590746350458282,0.22248130092359716,0.09727558488328653,-0.06945969304230852,0.1270685669365851,-0.05761173230159344,0.0029640661462536164,0.09793756442132233,-0.10207457410850691,-0.0635653151508631,-0.09373536622129712,0.22069403633834145,0.0980402367363722
age,0.39812697494243526,0.43919497306812333,-0.1775666109504004,-0.3195665127072915,-0.1841177614690866,-1.0167884973661185,-0.5099492507830709,0.3884002856960319,-0.5163744668387465,0.27213775218363245,-0.2340203219294124,-0.7939905884225001,0.3340651047085038,0.6388534694083785,0.11996866150400937,-3.7603956288450417,-0.25333680851927864
asthma_mhyn,-0.3971185339237691,-0.3971185339237528,-0.3971185339237756,-0.3971185339238121,-0.3971185339237754,-0.3971185339238173,2.5181398362835323,2.518139836283488,2.5181398362836136,2.518139836283545,-0.3971185339237974,-0.3971185339238112,-0.39711853392377,-0.3971185339237647,-0.3971185339237853,-0.39711853392379715,-0.39711853392382424
chrincard,0.3992980315169705,1.4381207974378805,-0.6953518798852502,-0.6953518798850505,-0.695351879885045,-0.6953518798850514,-0.6953518798850516,1.4381207974374846,-0.6953518798850478,0.34222537890392873,1.438120797437507,-0.6953518798850504,0.3137079008328533,1.4381207974376051,-0.6953518798850465,-0.6953518798850781,-0.6953518798852789
chronicpul_mhyn,2.1500325998299825,-0.4651092267526338,-0.46510922675260913,-0.46510922675267946,-0.4651092267526896,-0.46510922675267774,-0.46510922675267735,-0.4651092267526734,-0.46510922675268457,2.1500325998301633,-0.46510922675264893,-0.46510922675267974,2.1500325998299936,-0.46510922675269256,-0.4651092267526869,-0.46510922675264904,-0.4651092267525662
daily_bun_lborres,0.06093178808638482,0.34941728047765896,-0.26905877304228193,0.1976510055607844,-0.01839256604248951,-0.17166211901101225,-0.21719733472232577,0.18177643260435128,-0.3510814868519335,0.011272512188839711,0.5204822558712047,-0.16708049496235325,0.23441834550847512,0.20959111455627172,-0.05658549486829577,-0.7242516534891035,-0.1337676503806492
daily_creat_lborres,0.00948838474300956,0.3098628803620032,-0.21126584100452145,0.1312459746625117,0.021842378671975162,-0.03778381773782193,-0.15625681256338933,0.11296622192168312,-0.20988646717976345,-0.024822229347151635,0.3266421397487929,-0.12478196243672521,0.08283744094831405,0.03708788364741085,-0.13856526699839256,-0.1478696854958665,-0.01153057153783472
daily_crp_lborres,-0.24177444807173346,0.01117283841638208,-0.3059158176451329,0.918240160885501,0.3082240817288975,0.3163329330766617,0.38802733336312184,-0.056100866267644274,-0.25977523818192405,-0.010832257511563538,1.0400971084668489,0.31827058134912156,0.1989768960800032,-0.14059093112345877,0.21107356167034602,-0.14180516439512242,-0.1753240628569744
daily_lymp_lborres,-0.01849218173646181,-0.07783994678478029,0.06140962053170901,-0.09414791465604347,-0.077051464764742,0.17647354608128935,-0.027134297717117225,-0.002915630095293949,0.06893819748956728,-0.04081189871681458,0.17918286096793345,0.19607965002603214,-0.057108286311045885,-0.029359648069698558,-0.007408313169262363,2.1021612042819524,0.02108493266714594
daily_neutro_lborres,-0.047098636520457475,-0.012013362866217916,-0.1570073789810576,0.4145443884533873,0.02471087401929809,0.21758745291999068,0.15133830844629514,0.010332432885871238,-0.16169682204520935,0.08332522020414507,0.6366758398259099,0.22489937721945433,0.20648667360414505,-0.0004578854484800079,0.033910864172808725,-0.13221004130419417,-0.14019769275979593
daily_plt_lborres,0.030768253701472573,-0.14855797717048727,0.06405293530553909,0.05141049477776469,-0.08259358063086632,0.09852176049977374,0.09430613061047242,-0.0283305789695482,0.049292220556957624,0.06572473977139791,0.23977556071211933,0.20868864219268388,0.030937767460046197,0.025364582689304076,0.028557365840491893,0.7103995872505375,-0.07728786879176076
dementia_mhyn,0.08416746365108652,0.1244274736074861,0.035822664382381346,-0.19284484416937994,-0.1377089685488202,-0.19354420142497405,-0.28234563818179237,0.017825254065676706,-0.1930488704458238,-0.03180946097507395,0.17709938207236178,-0.09355294800182423,-0.015966246119701166,0.3030038070148186,0.0838125289436395,-0.397074777436919,-0.07918958670859265
diabetes,0.04784187118843569,0.223366517658541,-0.18059671582372427,0.008048257510866005,-0.03951333915085127,-0.11910687721404103,-0.04656644193900837,0.21931409715027173,-0.09300309679441153,0.13951527042055567,-0.0021733420679384205,-0.137448365251591,0.022430231438944938,0.08841452568844585,-0.06282885462697171,-0.5092537652669749,-0.044652308570113056
hr_vsorres,-0.2472240191357891,-0.2644536811365314,-0.12080063716121571,0.45948917558462726,-0.09206783209600217,1.114376464969268,0.33354174094040334,-0.09630485896687875,0.047232171302647265,0.019115474127254336,1.9172219189110882,1.0474285891357582,0.23660678360793677,-0.20134513639387547,-0.16477291446511838,3.2406010268390966,-0.12661787260256702
immunosuppressed_yn,0.16833932127951282,-0.023764013288508235,-0.03005775459213449,-0.22186397635854607,-0.15813958761079933,-0.24985240572308395,0.07967035364974316,0.14394688618758641,0.03105456467459236,0.3396928232013763,-0.0841195427172925,-0.1397341425826191,0.23562694984692678,0.0960696604123308,0.018705489039752297,-0.4112313210909635,-0.12407773286906355
infect_cmtrt,0.05472068222192713,-0.022461931269023464,-0.09963640969152264,-0.024928319252332767,-0.03215819357937361,-0.03841185179630993,0.18291055244220047,0.08343508176727586,0.0006613642279240941,0.2363151422399847,-0.011745655865149128,-0.014430824963010564,0.25746263341847614,-0.006899948922236001,0.011106213189124374,-0.19827761543523195,-0.11033680797971741
malignantneo_mhyn,0.15695091279906948,0.1049604180971619,-0.03621655505955736,-0.11244960905280929,-0.020611422623045897,-0.12605886422251703,-0.18033368480695677,-0.03155212403738445,-0.12930977772077878,0.05792860387396808,-0.28186842092653863,-0.14577406836877027,0.07545835369848787,-0.01033400178641331,-0.04931807207894887,-0.3377725660436234,0.020110762503887904
