,0,1,2,3,4
admission_diabp_vsorres,-0.10291662934022962,-0.08253633410009263,0.015816019291891605,0.10583520807984868,0.01247061544220828
age,0.3489603645498168,0.511830722021371,-0.25112902327341463,-0.36046623121872107,-3.5009578643614194
asthma_mhyn,0.14379373341390125,-0.0648546570791198,0.06769670988187496,-0.08756501511535655,-0.2871087841046549
chrincard,0.3542517534215172,1.4381207974373877,-0.695351879885368,-0.6953518798852549,1.4381207974375072
chronicpul_mhyn,2.1500325998305416,-0.465109226752455,-0.4651092267524336,-0.46510922675240224,-0.465109226752649
daily_bun_lborres,0.12155965107265633,0.2846605744611522,-0.2287177022956034,-0.08884998910359769,-0.5537551671589821
daily_creat_lborres,0.03265094452744138,0.19346064491935347,-0.19389254298039016,-0.0012158694193943396,-0.043096426786620914
daily_crp_lborres,-0.021487348764698617,-0.04521083030399297,-0.08946824108350736,0.12080437092071578,-0.32367174369551954
daily_lymp_lborres,-0.03817950014798622,-0.054496677152563185,0.06808094002149859,0.0033566308923111314,0.954702206407437
daily_neutro_lborres,0.07918880261554566,-0.003386725088007142,-0.05434445648261623,0.0035817564228441297,-0.025342159401365482
daily_plt_lborres,0.037322505282089025,-0.07403759308039465,0.08891290931630559,-0.039944187185322104,0.1955254592791672
dementia_mhyn,0.02233685145009271,0.17608334862349545,-0.012230020965158106,-0.13282593656245345,-0.4034771982157731
diabetes,0.05462126062272329,0.1767807641698996,-0.1337592802047303,-0.050429332687291974,-0.3377405645137934
hr_vsorres,-0.0030262688585815643,-0.22203045773900282,0.07037126613051413,0.10525189524610754,1.7105348173780621
immunosuppressed_yn,0.2272216769659466,0.037788294801363496,-0.006198393698902743,-0.1491391676518215,-0.3397199752654288
infect_cmtrt,0.1700341549449471,-0.005636836924139609,-0.03604630838608067,-0.061190591206870724,0.23086320727380144
malignantneo_mhyn,0.10577066928196835,0.049276297870843394,-0.0739673663864334,-0.03357331525791436,-0.3377725660436232
modliv,0.04542589018013727,-0.0002992248455452329,-0.0345353496223764,0.003333175914924462,0.1249448610319462
obesity_mhyn,0.019727046821528847,-0.01585198960977578,0.035647573587200575,-0.02867342263616762,-0.0748050095225931
onset2admission,-0.02871454373672011,-0.10230721871433247,0.010190638454021206,0.08465477782004269,-0.3722354765379343
renal_mhyn,0.1483699740557019,0.3161156364882494,-0.15521863401040303,-0.18910670234124782,-0.21783605699696126
rr_vsorres,0.06820785452414217,-0.0962093002903273,-0.0735645340405354,0.09188079546343525,1.4465532360269135
sex,0.01156578628178006,0.0659284492179132,-1.1303736043216435,0.8846632619315008,-0.10384538943796204
sf94,-0.07521106470233446,0.053680390932756554,0.08856916702273783,-0.07193244022127517,0.09461450820991396
sysbp_vsorres,-0.021447396650067584,0.028874243159146416,0.004648785750646995,-0.0118163619779966,-0.7788755990661858
temp_vsorres,-0.06992110715178501,-0.16001854052361225,0.030614880016005073,0.13299467843755453,-0.022858923979025277
