,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
admission_diabp_vsorres,-0.12446294091499592,-0.09696599389112637,0.019149097411020697,0.08873135638297537,0.0942990643224089,0.10933581546374338,0.09630976880708797,-0.06945969304230852,0.12774177750031263,-0.05761173230159344,-0.13600109386654616,0.16075801066147913,-0.10174936800150965,-0.06343755848495465,-0.05748252457723514,0.023673806325662055
age,0.39812745866415067,0.44418602129899315,-0.18478632775093204,-0.29998203927501577,-0.2471995791136249,-0.5033585756427031,-0.5094209594193159,0.3884002856960319,-0.5167454780662277,0.27213775218363245,-3.66905292682213,-0.8769305545362883,0.3340533982550867,0.6498998588235027,0.002485113883801505,-3.734009043235839
asthma_mhyn,-0.3971185339237691,-0.3971185339237528,-0.39711853392377217,-0.3971185339237996,-0.3971185339238133,-0.39711853392376073,2.5181398362835323,2.518139836283488,2.5181398362836136,2.518139836283545,-0.3971185339237969,-0.39711853392379065,-0.39711853392377,-0.3971185339237647,-0.397118533923771,-0.3971185339237963
chrincard,0.3994756687888448,1.4381207974378811,-0.6953518798852482,-0.6953518798850487,-0.6953518798852725,-0.6953518798851397,-0.6953518798850516,1.4381207974374846,-0.6953518798850478,0.34222537890392873,1.4381207974375074,-0.6953518798850653,0.31351111873684273,1.4381207974376056,-0.6953518798850443,-0.69535187988508
chronicpul_mhyn,2.1500325998299825,-0.46510922675263316,-0.4651092267526122,-0.46510922675268296,-0.4651092267525759,-0.46510922675269367,-0.46510922675267735,-0.4651092267526734,-0.46510922675268457,2.1500325998301633,-0.4651092267526491,-0.46510922675265265,2.1500325998299936,-0.46510922675269256,-0.46510922675269084,-0.46510922675265004
daily_bun_lborres,0.06092000520096485,0.35151041026580276,-0.2721582086138429,0.18220908547684633,-0.1329060640992962,-0.08984990448654107,-0.21691439124742584,0.18177643260435128,-0.3512435628980705,0.011272512188839711,-0.5515458699286105,-0.1277166845758583,0.23446076638200644,0.21339833241685965,-0.0725480497016371,-0.8103627559212776
daily_creat_lborres,0.009396584848246544,0.3098924184830233,-0.21243425070471997,0.1287540323069126,-0.009207222081863985,-0.01114968663474446,-0.15611318666833007,0.11296622192168312,-0.2099727637873645,-0.024822229347151635,0.057852032392209776,-0.10814083630461035,0.08294423038492227,0.038840569066641586,-0.1352307381296615,-0.21903936367228302
daily_crp_lborres,-0.24182497768533673,0.01570049506857329,-0.30859276018770276,0.8741413739131907,-0.18509196597110736,0.2787129061260697,0.3882354746634235,-0.056100866267644274,-0.2597402077174795,-0.010832257511563538,-0.4501823936438997,0.4255817806159812,0.19910574601428807,-0.13554388531769934,0.22825241723664863,-0.33871041552441095
daily_lymp_lborres,-0.018553591576677984,-0.07874417029456239,0.06087366415736904,-0.08549027774661258,0.023825720698151167,0.020895168831331898,-0.02734694037586497,-0.002915630095293949,0.0690612804736241,-0.04081189871681458,1.2075465369282745,0.1561955836459368,-0.05705219449427836,-0.033467939014311054,-0.0014503796308701774,2.2168908364755886
daily_neutro_lborres,-0.047126856003567745,-0.010423024468594146,-0.1590424578919668,0.3919438450030365,-0.145183458575201,0.07327302042832291,0.15093919538018474,0.010332432885871238,-0.16132726117308718,0.08332522020414507,0.10089689746890954,0.3722624544772192,0.20655993451547744,0.002185629811155565,0.054329756130703635,0.02542285320507849
